LN46_0.75_1_0.5mL_s_0.5mL_Ti_4mL_H2O_DF10_24h,,LN46_0.75_2_0.5mL_s_0.5mL_Ti_4mL_H2O_DF10_24h,,LN46_0.75_3_0.5mL_s_0.5mL_Ti_4mL_H2O_DF10_24h,,LN46_0.75_4_0.5mL_s_0.5mL_Ti_4mL_H2O_DF10_24h,,
770.9940796,0.0005209827214,770.9940796,-0.0004139781231,770.9940796,0.001534951618,770.9940796,0.003001862671,
770.0137329,0.0002548185585,770.0137329,-0.0004300635483,770.0137329,0.001489233342,770.0137329,0.003672446124,
768.9979248,0.0006465689512,768.9979248,-0.0002194058034,768.9979248,0.001303085242,768.9979248,0.00338112493,
768.0167236,0.0004501831427,768.0167236,-0.0006196302711,768.0167236,0.001341201714,768.0167236,0.002659132006,
767.0001831,0.0001338769798,767.0001831,-0.0006788722822,767.0001831,0.001479025348,767.0001831,0.002830072772,
765.9832153,0.0005221230676,765.9832153,4.566524876E-005,765.9832153,0.001725877053,765.9832153,0.002439784817,
765.0009766,0.0006858723355,765.0009766,-0.0005328204134,765.0009766,0.001347407699,765.0009766,0.001839620061,
763.9831543,0.0007176598301,763.9831543,-0.0001148667361,763.9831543,0.002014139201,763.9831543,0.002238319488,
763.0002441,-0.0002153178648,763.0002441,-0.0008892039768,763.0002441,0.00102935778,763.0002441,0.00135909277,
762.0168457,0.0005788074923,762.0168457,-0.0002695963194,762.0168457,0.00169819966,762.0168457,0.002548507182,
760.9979858,0.0001950686856,760.9979858,-0.0005509697367,760.9979858,0.001354574459,760.9979858,0.001712025143,
760.013916,0.0005483779241,760.013916,-0.0004163056437,760.013916,0.001872194116,760.013916,0.001893018838,
758.9943237,0.0007929375861,758.9943237,3.349773397E-005,758.9943237,0.001723226276,758.9943237,0.001862496953,
758.0094604,-7.030060078E-005,758.0094604,-0.000670756679,758.0094604,0.001192701398,758.0094604,0.00134974462,
756.9891357,0.0004822644114,756.9891357,-6.496891729E-005,756.9891357,0.001208457747,756.9891357,0.001653919346,
756.00354,0.0003791360068,756.00354,-0.0006622790825,756.00354,0.001334216911,756.00354,0.001450610464,
755.0177002,-0.0002836693311,755.0177002,-0.001037718495,755.0177002,0.0009739376837,755.0177002,0.0008789927233,
753.9961548,-0.0002555746178,753.9961548,-0.001264653751,753.9961548,0.000484130258,753.9961548,0.0005644477787,
753.0095215,0.0001875843445,753.0095215,-0.0004175986978,753.0095215,0.0008526141755,753.0095215,0.001109542674,
751.9872437,0.000245546049,751.9872437,-0.0006775282673,751.9872437,0.001172688906,751.9872437,0.0008951785858,
750.999939,-0.0001964818221,750.999939,-0.0007202748093,750.999939,0.0005901867407,750.999939,0.0005341487704,
750.012207,0.0004230273771,750.012207,-0.0004588710435,750.012207,0.0009360609693,750.012207,0.0008591503138,
748.9887695,0.0002871703182,748.9887695,-0.0006246966077,748.9887695,0.001066178782,748.9887695,0.001036259928,
748.0003662,0.000646931876,748.0003662,-0.0004436658928,748.0003662,0.001348731923,748.0003662,0.001139492495,
747.0115967,0.00014571067,747.0115967,-0.0006837311666,747.0115967,0.0006420062273,747.0115967,0.000548429729,
745.9870605,0.0006718720542,745.9870605,-0.0007969186408,745.9870605,0.001222968567,745.9870605,0.0007823829073,
744.9976807,0.0002140779397,744.9976807,-0.001029093051,744.9976807,0.0005654068082,744.9976807,0.0007113592001,
744.0077515,2.555020183E-005,744.0077515,-0.001047118334,744.0077515,0.001057563582,744.0077515,0.00053736259,
743.0175781,4.175607319E-005,743.0175781,-0.0005792521406,743.0175781,0.0009650649154,743.0175781,0.0007159485249,
741.9915771,0.0002140779397,741.9915771,-0.0007232209318,741.9915771,0.000901507854,741.9915771,0.0008271968109,
741.0006714,0.0001636301458,741.0006714,-0.0005511765485,741.0006714,0.000855415361,741.0006714,0.0006067247596,
740.0093994,-5.684186544E-005,740.0093994,-0.0008755122544,740.0093994,0.0005495960941,740.0093994,0.0003748870222,
738.9823608,0.0003927123325,738.9823608,-0.0007367624203,738.9823608,0.0008566084434,738.9823608,0.0005417427747,
737.9904175,0.000404941733,737.9904175,-0.0007611049805,737.9904175,0.0005514363293,737.9904175,0.0008255369612,
736.9980469,0.0004697218537,736.9980469,-0.0005515901721,736.9980469,0.000998066389,736.9980469,0.0008268337115,
736.0053711,0.0001817834273,736.0053711,-0.0004817294539,736.0053711,0.0007996284403,736.0053711,0.0002867040457,
735.0123291,-0.0003226781264,735.0123291,-0.0008537079557,735.0123291,0.000198694368,735.0123291,0.0002958997502,
733.9834595,0.0003505079949,733.9834595,-0.0003509754024,733.9834595,0.0007624930004,733.9834595,0.0004749564978,
732.9897461,0.0006806351012,732.9897461,-0.0004464586964,732.9897461,0.0006972802803,732.9897461,0.0005441791145,
731.9956665,-2.013881567E-005,731.9956665,-0.0008092175703,731.9956665,0.0001218882389,731.9956665,0.0001471866708,
731.0012207,0.0003978942405,731.0012207,-0.0004835394502,731.0012207,0.0007602369878,731.0012207,0.0005008456646,
730.0064697,0.0007502535591,730.0064697,-7.744391041E-005,730.0064697,0.0009331295732,730.0064697,0.0007179191452,
729.0113525,0.0005930121406,729.0113525,-0.0003355595691,729.0113525,0.0008824425749,729.0113525,0.0006007367629,
728.0158691,0.0007019732147,728.0158691,-8.769280976E-005,728.0158691,0.001011324697,728.0158691,0.0006417470286,
726.9844971,0.0009032458183,726.9844971,0.0002301095519,726.9844971,0.001228731475,726.9844971,0.0008905873401,
725.9883423,0.0008678652812,725.9883423,-0.0001726250921,725.9883423,0.001201137551,725.9883423,0.0005708499812,
724.9918213,0.0006013070815,724.9918213,-0.0005299764453,724.9918213,0.0006038733409,724.9918213,0.0004274582025,
723.9949951,0.0008966052555,723.9949951,-0.0003119174216,723.9949951,0.0007458453183,723.9949951,0.0009279412916,
722.9978027,0.0005382956588,722.9978027,-0.000326868525,722.9978027,0.0008184826584,722.9978027,0.0006029919605,
722.0002441,0.001011324697,722.0002441,-9.742385737E-005,722.0002441,0.001263310667,722.0002441,0.0009730296442,
721.0023804,0.0006803499418,721.0023804,-0.0001026516184,721.0023804,0.0009306132561,721.0023804,0.0005639552837,
720.0041504,0.0007618966047,720.0041504,-4.731697118E-005,720.0041504,0.001160905114,720.0041504,0.0006832796498,
719.0056763,0.0003543940256,719.0056763,-0.0001385713695,719.0056763,0.0007417483139,719.0056763,0.000192815598,
718.0067139,0.0005765783135,718.0067139,-0.0001807499793,718.0067139,0.0008114284137,718.0067139,0.0005354706082,
717.0075073,0.000663394283,717.0075073,-0.0002684062929,717.0075073,0.0009519117302,717.0075073,0.0005411984748,
716.0079346,0.0007303651073,716.0079346,-0.0002597139101,716.0079346,0.0009420536226,716.0079346,0.0003805609886,
715.0079956,0.0002748924308,715.0079956,-0.0001538389479,715.0079956,0.001107492484,715.0079956,0.0007053179434,
714.0077515,0.001178243547,714.0077515,0.0001632935018,714.0077515,0.001049597282,714.0077515,0.0004477214243,
713.0072021,0.0007261126884,713.0072021,-7.552868919E-005,713.0072021,0.001057771151,713.0072021,0.0005774596357,
712.0062866,0.0006904354668,712.0062866,-0.0005139464047,712.0062866,0.0005239631864,712.0062866,0.0001789865782,
711.0050049,0.0006713534822,711.0050049,2.234016574E-005,711.0050049,0.0009126361692,711.0050049,0.0007115147891,
710.003479,0.0006030438235,710.003479,-0.0001714348182,710.003479,0.0007201490225,710.003479,0.0006564981304,
709.0014648,0.0008892644546,709.0014648,0.0001351716783,709.0014648,0.0009136478184,709.0014648,0.0009553621639,
707.9992065,0.0009068255313,707.9992065,0.0002623817709,707.9992065,0.0008874487248,707.9992065,0.0003485908965,
706.9966431,0.000901170657,706.9966431,-7.164644921E-005,706.9966431,0.0008419283549,706.9966431,0.0003218300408,
705.9936523,0.0009274224285,705.9936523,-0.0003266098502,705.9936523,0.0007118777721,705.9936523,7.038965123E-005,
704.9904175,0.001465467038,704.9904175,6.081039828E-005,704.9904175,0.001208353904,704.9904175,0.0008428620058,
703.9868164,0.0009242316592,703.9868164,-0.0003135211882,703.9868164,0.0005568274646,703.9868164,0.0004791028041,
702.9829102,0.001079854323,702.9829102,0.0004112120077,702.9829102,0.001508455258,702.9829102,0.0009068514919,
702.0145264,0.0007560101803,702.0145264,0.0002972208313,702.0145264,0.0007973203319,702.0145264,0.0002187656355,
701.0099487,0.001094698324,701.0099487,0.000184528486,701.0099487,0.0008702515624,701.0099487,0.0004601856053,
700.0050049,0.000738636707,700.0050049,9.832603973E-005,700.0050049,0.0005585899926,700.0050049,0.0001898115006,
698.9997559,0.001011921559,698.9997559,0.0002108924091,698.9997559,0.001066126861,698.9997559,0.0006680868682,
697.9941406,0.001158776809,697.9941406,0.0007252570358,697.9941406,0.001066983212,697.9941406,0.0008536775713,
696.9882813,0.000751627842,696.9882813,0.0004303861933,696.9882813,0.001268009655,696.9882813,0.0008797190385,
696.0179443,0.001431183424,696.0179443,0.0003783587599,696.0179443,0.001268399064,696.0179443,0.001136403996,
695.0114136,0.0007176598301,695.0114136,7.517935592E-005,695.0114136,0.0005389695289,695.0114136,0.0005975224776,
694.0045166,0.001237453893,694.0045166,0.0004370455572,694.0045166,0.001453701174,694.0045166,0.001200151164,
692.9973145,0.0008253813721,692.9973145,0.0004094241885,692.9973145,0.001246903324,692.9973145,0.0007609112072,
691.9898071,0.001219360274,691.9898071,0.0007025176892,691.9898071,0.001286858227,691.9898071,0.0008158113342,
691.0179443,0.001147330739,691.0179443,0.0003189545532,691.0179443,0.001145617687,691.0179443,0.0007957643247,
690.0097656,0.0006469059736,690.0097656,9.641004726E-005,690.0097656,0.0009115466964,690.0097656,0.000720797223,
689.0012817,0.0008941928972,689.0012817,0.0007271239301,689.0012817,0.0009104571654,689.0012817,0.001042331685,
687.9924316,0.0008430954767,687.9924316,0.0003856391122,687.9924316,0.0008901723195,687.9924316,0.0006445727777,
686.9833374,0.0007827719091,686.9833374,0.0003856391122,686.9833374,0.00106555596,686.9833374,0.0008772030124,
686.0098267,0.000402687554,686.0098267,0.0003853800299,686.0098267,0.000624352193,686.0098267,0.001104663708,
685.000061,0.001003670623,685.000061,0.000429660693,685.000061,0.001206458895,685.000061,0.001071083243,
683.9899292,0.001254405943,683.9899292,0.0002385529369,683.9899292,0.0007753033424,683.9899292,0.0006832536892,
683.015625,0.0005957079702,683.015625,0.0001705961477,683.015625,0.0007101924275,683.015625,0.001026892802,
682.0048828,0.001243139151,682.0048828,0.0005426239804,682.0048828,0.0008693697164,682.0048828,0.0006092651165,
680.9937744,0.0001670483907,680.9937744,-8.024576346E-006,680.9937744,0.0005797147169,680.9937744,0.0005155142862,
679.9823608,0.0006929244846,679.9823608,0.0003856909461,679.9823608,0.0009919173317,679.9823608,0.001150003984,
679.0067749,0.0009526900249,679.0067749,0.0003301456745,679.0067749,0.0007874398143,679.0067749,0.001318534021,
677.994812,0.001141231391,677.994812,0.0001888015104,677.994812,0.0006755276117,677.994812,0.001164902234,
676.9824219,0.0007539097569,676.9824219,0.0002189469233,676.9824219,0.0008656346472,676.9824219,0.001381710637,
676.0059814,0.001125269919,676.0059814,0.0006791313644,676.0059814,0.001235480886,676.0059814,0.001455727033,
674.992981,0.0003678918292,674.992981,0.000119635537,674.992981,0.0008167968481,674.992981,0.0009427021723,
674.0158691,0.0009953421541,674.0158691,2.469591527E-005,674.0158691,0.0006283962284,674.0158691,0.001022170414,
673.0022583,0.001196517143,673.0022583,0.0005164472968,673.0022583,0.0007069513667,673.0022583,0.001241010381,
671.9883423,0.001240646932,671.9883423,0.0005816587363,671.9883423,0.001029721112,671.9883423,0.001514455769,
671.010376,0.0009361647535,671.010376,0.0004589158634,671.010376,0.001091610058,671.010376,0.001243632403,
669.9958496,0.001199216698,669.9958496,0.0008105985471,669.9958496,0.001186497742,669.9958496,0.001074612373,
669.0172119,0.0009186284151,669.0172119,0.0002144664177,669.0172119,0.0009282007231,669.0172119,0.001255236682,
668.0020752,0.001348446356,668.0020752,0.0008786555263,668.0020752,0.00124098442,668.0020752,0.001819473691,
666.9865723,0.00107624731,666.9865723,0.0003128928365,666.9865723,0.001222449355,666.9865723,0.001320014009,
666.007019,0.0009972620755,666.007019,0.0005111343926,666.007019,0.0009740155656,666.007019,0.001131550642,
664.9909668,0.0005721718771,664.9909668,0.0002644021006,664.9909668,0.0009670366417,664.9909668,0.001159399631,
664.0108643,0.0008703553467,664.0108643,0.0002561913279,664.0108643,0.001256041462,664.0108643,0.00105141371,
662.9941406,0.0006262186798,662.9941406,0.0001844249055,662.9941406,0.0008788371342,662.9941406,0.0009826031746,
662.0134888,0.0007028547698,662.0134888,0.0003014949616,662.0134888,0.0008981616702,662.0134888,0.0007659419207,
660.9961548,0.001159373671,660.9961548,0.0002740117488,660.9961548,0.001054683235,660.9961548,0.0007089478313,
660.0148926,0.0009863651358,660.0148926,0.0004416060983,660.0148926,0.001090027043,660.0148926,0.0007686906611,
658.9968872,0.001068073092,658.9968872,0.0005532765645,658.9968872,0.001213156153,658.9968872,0.0008194940747,
658.0150146,0.0009666993865,658.0150146,8.750338748E-005,658.0150146,0.0008092240314,658.0150146,0.0006180788041,
656.99646,0.001084291958,656.99646,0.0007817604928,656.99646,0.001313470886,656.99646,0.000832020829,
656.0139771,0.0009290308226,656.0139771,7.339291915E-005,656.0139771,0.0006600240013,656.0139771,0.0006685794215,
654.994812,0.001069733873,654.994812,0.0007093627355,654.994812,0.001286936109,654.994812,0.000831735495,
654.0117798,0.001064154669,654.0117798,0.0005992851802,654.0117798,0.001176504418,654.0117798,0.0006771868793,
652.9920044,0.0008167968481,652.9920044,7.833800191E-005,652.9920044,0.0009634823655,652.9920044,0.0007253866643,
652.0083618,0.0007368475781,652.0083618,0.0001439498446,652.0083618,0.0008866965072,652.0083618,0.0006954653654,
650.9880371,0.0007763665635,650.9880371,0.0004812018888,650.9880371,0.001034495421,650.9880371,0.0003768301685,
650.0037842,0.001121558715,650.0037842,0.0005590306246,650.0037842,0.001102847047,650.0037842,0.0006220709765,
648.9827881,0.001344577293,648.9827881,0.0008578274865,648.9827881,0.001379321562,648.9827881,0.0006665053661,
647.9980469,0.00105138775,647.9980469,0.0001943176612,647.9980469,0.001170456759,647.9980469,0.0004742309102,
647.0128784,0.001155039179,647.0128784,0.0009040759178,647.0128784,0.001134509337,647.0128784,0.0008270412218,
645.9910278,0.001499207807,645.9910278,0.0007093108725,645.9910278,0.001372128376,645.9910278,0.0007440302288,
645.0053711,0.001269801054,645.0053711,0.001117925276,645.0053711,0.001549525303,645.0053711,0.00105559139,
643.9828491,0.001345979515,643.9828491,0.000535522413,643.9828491,0.001020691474,643.9828491,0.0006073987461,
642.9966431,0.001321857446,642.9966431,0.0005402913666,642.9966431,0.001194855897,642.9966431,0.0004597709922,
642.0101929,0.00156124169,642.0101929,0.0004207731108,642.0101929,0.001335437293,642.0101929,0.0005936342641,
640.9867554,0.00126159715,640.9867554,0.0008183270111,640.9867554,0.001430352335,640.9867554,0.001052814885,
639.9996948,0.0009038684075,639.9996948,0.0004519711365,639.9996948,0.0009992598789,639.9996948,0.0005601969897,
639.0123291,0.001144916983,639.0123291,0.0006272555911,639.0123291,0.0009513150435,639.0123291,0.0003941373434,
637.9880371,0.001600861782,637.9880371,0.0006762535777,637.9880371,0.001323623117,637.9880371,0.0007931450964,
637.000061,0.001573270303,637.000061,0.0009367354796,637.000061,0.001629416482,637.000061,0.0009737042128,
636.0118408,0.00164615002,636.0118408,0.001052036416,636.0118408,0.001665482763,636.0118408,0.001068955287,
634.9867554,0.001587377628,634.9867554,0.0007032955182,634.9867554,0.001588572748,634.9867554,0.0007651639753,
633.9979248,0.001424898393,633.9979248,0.0009591757553,633.9979248,0.001535938703,633.9979248,0.0009092639084,
633.0087891,0.001998301595,633.0087891,0.001296490547,633.0087891,0.001988783944,633.0087891,0.001471856493,
631.9828491,0.00133032212,631.9828491,0.0009394075023,631.9828491,0.001196958474,631.9828491,0.0007728138589,
630.9931641,0.001752620679,630.9931641,0.001149277319,630.9931641,0.00165703753,630.9931641,0.0008298422326,
630.0032349,0.001403472736,630.0032349,0.0008876562351,630.0032349,0.001571217901,630.0032349,0.0007993431645,
629.0130615,0.001286079409,629.0130615,0.0011914036,629.0130615,0.001606032136,629.0130615,0.0008559081471,
627.9859009,0.001967278542,627.9859009,0.00110855652,627.9859009,0.001619698829,627.9859009,0.001191247837,
626.9951172,0.001528587076,626.9951172,0.00105502049,626.9951172,0.001380178495,626.9951172,0.0008715484873,
626.0040894,0.00187110214,626.0040894,0.001173052355,626.0040894,0.001622868702,626.0040894,0.00124308723,
625.0127563,0.00175199681,625.0127563,0.001097786473,625.0127563,0.00167132949,625.0127563,0.0008624962065,
623.984436,0.001858467469,623.984436,0.001047936501,623.984436,0.00147159677,623.984436,0.0008687471855,
622.9925537,0.001837514341,622.9925537,0.001321935328,622.9925537,0.001925596851,622.9925537,0.001289532403,
622.0004272,0.001775571029,622.0004272,0.001190079725,622.0004272,0.00188563508,622.0004272,0.001239971956,
621.0079956,0.001768033369,621.0079956,0.001024920843,621.0079956,0.001777208527,621.0079956,0.0009907238418,
620.0153809,0.001787683461,620.0153809,0.0009473458631,620.0153809,0.001602394739,620.0153809,0.001061715418,
618.9855957,0.002036063001,618.9855957,0.001034495421,618.9855957,0.001797222882,618.9855957,0.0009363204008,
617.9923096,0.002309333067,617.9923096,0.001577011426,617.9923096,0.002056765603,617.9923096,0.001498142839,
616.9988403,0.002217998495,616.9988403,0.001506169327,616.9988403,0.002122573089,616.9988403,0.001438507345,
616.0050049,0.00175358227,616.0050049,0.001359248534,616.0050049,0.00201910641,616.0050049,0.001208042377,
615.0109863,0.002340953331,615.0109863,0.001710907673,615.0109863,0.002286224393,615.0109863,0.001540328958,
614.0166016,0.002050055424,614.0166016,0.001691988669,614.0166016,0.002217764268,614.0166016,0.001498090918,
612.9851685,0.002291663084,612.9851685,0.001786643756,612.9851685,0.002547648037,612.9851685,0.001470220159,
611.9903564,0.002286172239,611.9903564,0.00171997759,611.9903564,0.002164924052,611.9903564,0.001492688083,
610.9951782,0.002266317606,610.9951782,0.001655556378,610.9951782,0.002328174887,610.9951782,0.001606941572,
609.9998169,0.002529447665,609.9998169,0.001795715303,609.9998169,0.002368697897,609.9998169,0.001776558696,
609.0040283,0.002607149538,609.0040283,0.002074946184,609.0040283,0.002637827769,609.0040283,0.001872168039,
608.0081177,0.002210089006,608.0081177,0.002201320836,608.0081177,0.002673352836,608.0081177,0.002081084531,
607.0119019,0.002401259495,607.0119019,0.002071903087,607.0119019,0.002567723859,607.0119019,0.00156890566,
606.0153809,0.003214974422,606.0153809,0.002550876699,606.0153809,0.003252215683,606.0153809,0.002547101118,
604.9817505,0.00277999742,604.9817505,0.002290387871,604.9817505,0.002760015894,604.9817505,0.001855139853,
603.9847412,0.003354672343,603.9847412,0.002624077024,603.9847412,0.003459501313,603.9847412,0.002371586859,
602.9873657,0.003272115719,602.9873657,0.002473705681,602.9873657,0.003243557177,602.9873657,0.002316333586,
601.9898071,0.003350498388,601.9898071,0.002584076952,601.9898071,0.003179665655,601.9898071,0.002409484936,
600.9920044,0.003091328545,600.9920044,0.002497657435,600.9920044,0.003136172891,600.9920044,0.00218891073,
599.9939575,0.003241627244,599.9939575,0.002799693495,599.9939575,0.003352063475,599.9939575,0.002282008762,
598.9955444,0.003191869473,598.9955444,0.002857431537,598.9955444,0.00334564643,598.9955444,0.00257457234,
597.9970093,0.003406405216,597.9970093,0.002847165335,597.9970093,0.003180682659,597.9970093,0.00267403014,
596.9981079,0.003638248891,596.9981079,0.003213983495,596.9981079,0.003661664668,596.9981079,0.002974859439,
595.9989624,0.003652005922,595.9989624,0.003184046596,595.9989624,0.003642451717,595.9989624,0.002758556977,
594.9995728,0.003702625399,594.9995728,0.003510281211,594.9995728,0.003876406467,594.9995728,0.003179196501,
593.9998779,0.004000484943,593.9998779,0.003592648078,593.9998779,0.004214400891,593.9998779,0.003280774923,
592.999939,0.004033299629,592.999939,0.00368998968,592.999939,0.004185676109,592.999939,0.003034263151,
591.9997559,0.004286261275,591.9997559,0.003911588807,591.9997559,0.004346001428,591.9997559,0.003479358507,
590.9993286,0.004247336648,590.9993286,0.003766515525,590.9993286,0.004424185958,590.9993286,0.003657644382,
589.9986572,0.004276144318,589.9986572,0.003673281521,589.9986572,0.004379156511,589.9986572,0.00366949616,
588.9976807,0.004722383805,588.9976807,0.004218243528,588.9976807,0.004830213729,588.9976807,0.003648429411,
587.9963989,0.004619682673,587.9963989,0.004195529502,587.9963989,0.004888719879,587.9963989,0.003792915028,
586.9949951,0.004712701309,586.9949951,0.004683917388,586.9949951,0.00487327436,586.9949951,0.003958451096,
585.9932861,0.005049933679,585.9932861,0.004612435587,585.9932861,0.004884923808,585.9932861,0.004135862458,
584.9912109,0.005048493389,584.9912109,0.00461732829,584.9912109,0.005141813308,584.9912109,0.004067684989,
583.9890137,0.005115986802,583.9890137,0.005006331485,583.9890137,0.005442444235,583.9890137,0.004454888403,
582.9865112,0.005695598666,582.9865112,0.005294159986,582.9865112,0.005687363446,582.9865112,0.004530659877,
581.9837036,0.005772820208,581.9837036,0.005428053904,581.9837036,0.00599265052,581.9837036,0.004885342438,
581.0178223,0.005809258204,581.0178223,0.005594450515,581.0178223,0.006065067835,581.0178223,0.005181944929,
580.0145874,0.00578669738,580.0145874,0.005840767175,580.0145874,0.006100113038,580.0145874,0.004844740964,
579.0110474,0.006150205154,579.0110474,0.00612187665,579.0110474,0.006452428177,579.0110474,0.005176994018,
578.0073242,0.006118673831,578.0073242,0.005932761822,578.0073242,0.00652161194,578.0073242,0.005340883043,
577.0032349,0.006261252332,577.0032349,0.006260438357,577.0032349,0.006569728721,577.0032349,0.005408789031,
575.9989624,0.006746212021,575.9989624,0.006678438745,575.9989624,0.007125759963,575.9989624,0.005691087805,
574.9944458,0.007011097856,574.9944458,0.006970534101,574.9944458,0.007409546059,574.9944458,0.006150073837,
573.989563,0.007120550144,573.989563,0.007174154744,573.989563,0.007530213334,573.989563,0.006209808402,
572.9846191,0.007454996463,572.9846191,0.007362231147,572.9846191,0.007941186428,572.9846191,0.006433485541,
572.0165405,0.007596223149,572.0165405,0.007523655426,572.0165405,0.008071521297,572.0165405,0.006497621071,
571.0110474,0.007919938304,571.0110474,0.008130175993,571.0110474,0.008457482792,571.0110474,0.006822331809,
570.005249,0.008154916577,570.005249,0.008421956562,570.005249,0.008760101162,570.005249,0.007130601909,
568.9991455,0.008276503533,568.9991455,0.008608963341,568.9991455,0.008944083005,568.9991455,0.007496633101,
567.9928589,0.008647912182,567.9928589,0.008630192839,567.9928589,0.009192334488,567.9928589,0.007790649775,
566.9863892,0.009122353978,566.9863892,0.009137871675,566.9863892,0.009622059762,566.9863892,0.007804090623,
566.0169067,0.009429219179,566.0169067,0.009618169628,566.0169067,0.009938972071,566.0169067,0.008108390495,
565.0098267,0.009627643973,565.0098267,0.00967298355,565.0098267,0.01020682044,565.0098267,0.008395458572,
564.0025635,0.009944772348,564.0025635,0.01022576913,564.0025635,0.01061778888,564.0025635,0.008923366666,
562.9950562,0.01049565058,562.9950562,0.01075845584,562.9950562,0.01098812558,562.9950562,0.00930323638,
561.9873047,0.01053301804,561.9873047,0.01115549821,561.9873047,0.0115421107,561.9873047,0.009885555133,
561.0166016,0.01115725096,561.0166016,0.01174937561,561.0166016,0.01181480661,561.0166016,0.009931238368,
560.0083618,0.01138516515,560.0083618,0.01162675954,560.0083618,0.01194939576,560.0083618,0.009920539334,
558.9998779,0.01157010347,558.9998779,0.01219125092,558.9998779,0.01247085538,558.9998779,0.01052731555,
557.9911499,0.01197664347,557.9911499,0.0126921311,557.9911499,0.01299571525,557.9911499,0.01083963457,
556.9821167,0.01239184756,556.9821167,0.01320532989,556.9821167,0.01345656347,556.9821167,0.01128589828,
556.0102539,0.01257567015,556.0102539,0.01367588341,556.0102539,0.01382125914,556.0102539,0.01152985636,
555.0008545,0.01357136387,555.0008545,0.01423250791,555.0008545,0.01429646742,555.0008545,0.01234965958,
553.9910889,0.01364358794,553.9910889,0.01447684225,553.9910889,0.0145698823,553.9910889,0.01255187485,
