LN46_0.75_1_0.5mL_s_0.5mL_Ti_0h,,LN46_0.75_1_0.5mL_s_0.5mL_Ti_0h_r,,LN46_0.75_2_0.5mL_s_0.5mL_Ti_0h,,LN46_0.75_2_0.5mL_s_0.5mL_Ti_0h_r,,LN46_0.75_3_0.5mL_s_0.5mL_Ti_0h,,LN46_0.75_4_0.5mL_s_0.5mL_Ti_0h,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
649.0084229,0.002452983055,649.0084229,0.00171124551,649.0084229,0.001183331013,649.0084229,-0.001089880243,649.0084229,0.006332033779,649.0084229,-0.003459409112,
647.9871826,0.002953148913,647.9871826,0.001739157713,647.9871826,0.001685595955,647.9871826,-0.0004975021002,647.9871826,0.006548731122,647.9871826,-0.003256433643,
647.0021362,0.00269796676,647.0021362,0.001962415874,647.0021362,0.001245942782,647.0021362,-0.0001486117981,647.0021362,0.006891626865,647.0021362,-0.003274572315,
646.0167847,0.002942463383,646.0167847,0.00196202565,646.0167847,0.001548615983,646.0167847,-0.0003862539306,646.0167847,0.006804398727,646.0167847,-0.00338549423,
644.9946899,0.00280605047,644.9946899,0.001735337195,644.9946899,0.001466116286,644.9946899,-0.0004932099255,644.9946899,0.006757833064,644.9946899,-0.00332317804,
644.008728,0.002742588054,644.008728,0.001812767121,644.008728,0.001027048449,644.008728,-0.0003416638938,644.008728,0.006756518502,644.008728,-0.003168042284,
642.9860229,0.002582879271,642.9860229,0.001630040118,642.9860229,0.00132061122,642.9860229,-0.0005121365539,642.9860229,0.006671840791,642.9860229,-0.003360116621,
641.9995117,0.002809697995,641.9995117,0.001841023797,641.9995117,0.001147979521,641.9995117,-0.0004323909816,641.9995117,0.006955408957,641.9995117,-0.003503063926,
641.0126953,0.002831375459,641.0126953,0.001704020891,641.0126953,0.001234208932,641.0126953,-0.0005516419187,641.0126953,0.006842869334,641.0126953,-0.003112993902,
639.9891357,0.002821057569,639.9891357,0.001850460423,639.9891357,0.001307680854,639.9891357,-0.0004043576191,639.9891357,0.00639271317,639.9891357,-0.002912582131,
639.00177,0.002460350515,639.00177,0.001690689358,639.00177,0.0008597468841,639.00177,-0.0006902958266,639.00177,0.006548415869,639.00177,-0.0032669676,
638.0141602,0.002429866698,638.0141602,0.001407679869,638.0141602,0.0007180228131,638.0141602,-0.0007046136307,638.0141602,0.00627089059,638.0141602,-0.003490276169,
636.989624,0.002852584934,636.989624,0.001805124921,636.989624,0.001424716553,636.989624,-0.0002108159242,636.989624,0.006704963278,636.989624,-0.002929140814,
636.0014038,0.002404382918,636.0014038,0.001759742154,636.0014038,0.001033301814,636.0014038,-0.0006223702221,636.0014038,0.006556772627,636.0014038,-0.003348403377,
635.0129395,0.002878173254,635.0129395,0.001858181437,635.0129395,0.001487389207,635.0129395,-0.0006200955249,635.0129395,0.00669946894,635.0129395,-0.003192557255,
633.9875488,0.00282887416,633.9875488,0.001748774084,633.9875488,0.001272085705,633.9875488,-0.0004589744785,633.9875488,0.006919032428,633.9875488,-0.003204582958,
632.9985352,0.002740191529,632.9985352,0.002085376298,632.9985352,0.001764862449,632.9985352,-0.0005206687492,632.9985352,0.00659884885,632.9985352,-0.003079375718,
632.0092163,0.00249963603,632.0092163,0.001814378775,632.0092163,0.001392487669,632.0092163,-0.0005317345494,632.0092163,0.006463620812,632.0092163,-0.003259722376,
630.9829102,0.002813944826,630.9829102,0.0020122407,630.9829102,0.001555526396,630.9829102,-0.0003965989745,630.9829102,0.006552410312,630.9829102,-0.003068734426,
629.993042,0.002197314287,629.993042,0.001517391065,629.993042,0.001437052968,629.993042,-0.0009643199155,629.993042,0.006476048846,629.993042,-0.003583480138,
629.0028687,0.002437910531,629.0028687,0.001706723589,629.0028687,0.001607045415,629.0028687,-0.0004585607385,629.0028687,0.006871823687,629.0028687,-0.003293172456,
628.0123901,0.002630405361,628.0123901,0.001900220639,628.0123901,0.001831795322,628.0123901,-0.0004421143094,628.0123901,0.0070678466,628.0123901,-0.003093152307,
626.9849854,0.002628426068,626.9849854,0.001837592339,626.9849854,0.001653919346,626.9849854,-0.0001450407435,626.9849854,0.006718475837,626.9849854,-0.003117722925,
625.9939575,0.002828353085,625.9939575,0.001920890645,625.9939575,0.002134981332,625.9939575,-0.0003752878984,625.9939575,0.00684697181,625.9939575,-0.003080763621,
625.0026855,0.002435593633,625.0026855,0.001918420661,625.0026855,0.001505779685,625.0026855,-0.0005638443981,625.0026855,0.006367232185,625.0026855,-0.003264603904,
624.0111084,0.002761891577,624.0111084,0.001874221838,624.0111084,0.001629780279,624.0111084,-0.0003169356787,624.0111084,0.00653204415,624.0111084,-0.003339618444,
622.9824829,0.002613529796,622.9824829,0.002001578454,622.9824829,0.001734167687,622.9824829,-0.0003235575859,622.9824829,0.007009993307,622.9824829,-0.003002156736,
621.9904175,0.002396782394,621.9904175,0.001825374551,621.9904175,0.001357249101,621.9904175,-0.0006815085071,621.9904175,0.006535144988,621.9904175,-0.003334069857,
620.9980469,0.002570874756,620.9980469,0.001909814542,620.9980469,0.001241893042,620.9980469,-0.0005463160924,620.9980469,0.006762434263,620.9980469,-0.00324137765,
620.0054321,0.002432417823,620.0054321,0.001688038697,620.0054321,0.001094594481,620.0054321,-0.000572840916,620.0054321,0.006539112888,620.0054321,-0.003536649514,
619.0124512,0.002568895696,619.0124512,0.001746174996,619.0124512,0.0009567630477,619.0124512,-0.0003889436484,619.0124512,0.006635330152,619.0124512,-0.00346624013,
617.9824829,0.002134278882,617.9824829,0.001705528121,617.9824829,0.0007931191358,617.9824829,-0.0008612517267,617.9824829,0.006289458368,617.9824829,-0.003692834405,
616.9890137,0.002513434971,616.9890137,0.001485778717,616.9890137,0.0006966580404,616.9890137,-0.0004780577146,616.9890137,0.00662526302,616.9890137,-0.003617624054,
615.9951782,0.002652126132,615.9951782,0.00194936234,615.9951782,0.0008112209616,615.9951782,-0.0001510959992,615.9951782,0.006765694357,615.9951782,-0.003077781992,
615.0012207,0.002326951595,615.0012207,0.001806268701,615.0012207,0.0004664826265,615.0012207,-0.0007141758106,615.0012207,0.006455003284,615.0012207,-0.003439069726,
614.006897,0.00258241035,614.006897,0.001885895152,614.006897,0.0008403980755,614.006897,-0.0006082564942,614.006897,0.006547732744,614.006897,-0.003234748496,
613.0122681,0.002734773094,613.0122681,0.001667067874,613.0122681,0.0005397729692,613.0122681,-0.0004261327558,613.0122681,0.006479438394,613.0122681,-0.003008994972,
612.0174561,0.002337465761,612.0174561,0.001632898231,612.0174561,0.000216382934,612.0174561,-0.0005933667999,612.0174561,0.006307213102,612.0174561,-0.003609357867,
610.9855347,0.002461860422,610.9855347,0.00156243681,610.9855347,0.0003680473019,610.9855347,-0.0005556232645,610.9855347,0.006513754837,610.9855347,-0.003433522303,
609.9900513,0.002423619386,609.9900513,0.001679151319,609.9900513,0.0001991346362,609.9900513,-0.0005619830335,609.9900513,0.006602791138,609.9900513,-0.003221798688,
608.9944458,0.00207648077,608.9944458,0.001676033018,608.9944458,-0.0001277543488,608.9944458,-0.0008095276426,608.9944458,0.006327332463,608.9944458,-0.003636723151,
607.9985352,0.002454909496,607.9985352,0.001648826408,607.9985352,5.674575004E-005,607.9985352,-0.0005920742988,607.9985352,0.006765483879,607.9985352,-0.003406709293,
607.0023193,0.002332364907,607.0023193,0.001797872712,607.0023193,0.0002848131408,607.0023193,-0.000496105873,607.0023193,0.00628055539,607.0023193,-0.003373319283,
606.0059204,0.002139221644,606.0059204,0.001873571891,606.0059204,-6.388187467E-005,606.0059204,-0.0005122916773,606.0059204,0.006152174436,606.0059204,-0.003381898161,
605.0091553,0.002268086886,605.0091553,0.001845053164,605.0091553,-8.567410259E-005,605.0091553,-0.0006314689526,605.0091553,0.006316169631,605.0091553,-0.003475741716,
604.012146,0.002270506928,604.012146,0.001688298536,604.012146,-0.0001484565437,604.012146,-0.00068641908,604.012146,0.006626183167,604.012146,-0.003799543716,
603.0148926,0.002229759004,603.0148926,0.001633521868,603.0148926,-0.0001971027959,603.0148926,-0.0006711184978,603.0148926,0.006141278427,603.0148926,-0.003688573604,
602.017395,0.002299313899,602.017395,0.001496454468,602.017395,-0.0001478354825,602.017395,-0.0007792446995,602.017395,0.006089743692,602.017395,-0.003765824484,
600.982605,0.002408625791,600.982605,0.001770034665,600.982605,9.0221969E-005,600.982605,-0.0006160630728,600.982605,0.006451745052,600.982605,-0.003400288522,
599.9846191,0.002374085598,599.9846191,0.001919226605,599.9846191,-0.0001156948638,599.9846191,-0.0004725758918,599.9846191,0.006449065171,599.9846191,-0.003495052457,
598.9862671,0.0024427264,598.9862671,0.0017229144,598.9862671,7.675868255E-005,598.9862671,-0.0003307484731,598.9862671,0.006348214112,598.9862671,-0.003304373473,
597.9876709,0.002306600567,597.9876709,0.001652178471,597.9876709,-0.0002039852843,597.9876709,-0.0006000362337,597.9876709,0.006472475361,597.9876709,-0.003391966689,
596.9888306,0.002568479162,596.9888306,0.002082307125,596.9888306,1.265842275E-005,596.9888306,-0.0003072095278,596.9888306,0.006817519665,596.9888306,-0.003226783359,
595.9896851,0.002406803891,595.9896851,0.001879863441,595.9896851,1.76545891E-005,595.9896851,-0.0003718738735,595.9896851,0.006353047211,595.9896851,-0.003542760387,
594.9903564,0.002387073589,594.9903564,0.001775752986,594.9903564,-3.416813342E-005,594.9903564,-0.0004691626527,594.9903564,0.007123813033,594.9903564,-0.003506402019,
593.9907227,0.002590404823,593.9907227,0.00199570111,593.9907227,-7.656394155E-005,593.9907227,-0.000218733112,593.9907227,0.006507080514,593.9907227,-0.003363044932,
592.9908447,0.00230298331,592.9908447,0.001948244288,592.9908447,-8.810689906E-005,592.9908447,-0.0002559367858,592.9908447,0.006678280886,592.9908447,-0.003132115118,
591.9907227,0.002348787151,591.9907227,0.001874845824,591.9907227,6.795598165E-005,591.9907227,-0.0002880670363,591.9907227,0.006516776979,591.9907227,-0.003223289037,
590.9902954,0.002552621299,590.9902954,0.001718444284,590.9902954,-0.0001328264771,590.9902954,-0.000272648962,590.9902954,0.006643215194,590.9902954,-0.003304733196,
589.989563,0.002602097346,589.989563,0.001927988953,589.989563,9.962062904E-005,589.989563,-0.0001115024352,589.989563,0.006871507969,589.989563,-0.003400750691,
588.9886475,0.002766841324,588.9886475,0.002256975975,588.9886475,7.859690959E-005,588.9886475,-0.0001023928198,588.9886475,0.006955356337,588.9886475,-0.003222209867,
587.9874878,0.00281149568,587.9874878,0.002001682296,587.9874878,0.0001011482527,587.9874878,2.971810864E-005,587.9874878,0.006773345638,587.9874878,-0.003164238995,
586.9860229,0.002441216493,586.9860229,0.001942783827,586.9860229,-5.979246998E-005,586.9860229,-0.0004676628741,586.9860229,0.006720789243,586.9860229,-0.003412770806,
585.984314,0.002628868911,585.984314,0.002119893674,585.984314,-8.805513789E-005,585.984314,-6.584890798E-005,585.984314,0.006934577134,585.984314,-0.003321790835,
584.9823608,0.002512862207,584.9823608,0.001701266156,584.9823608,-0.000169934021,584.9823608,-0.0004266499891,584.9823608,0.006570753641,584.9823608,-0.00342129753,
584.0172119,0.002553558676,584.0172119,0.001885817153,584.0172119,-0.0002079698315,584.0172119,-0.0002721833007,584.0172119,0.006293319166,584.0172119,-0.003118596738,
583.0147705,0.002221484901,583.0147705,0.001955004875,583.0147705,-0.000238447843,583.0147705,-0.0002763741941,583.0147705,0.006581449881,583.0147705,-0.00352827902,
582.0120239,0.002555277199,582.0120239,0.001925986842,582.0120239,-9.318848242E-006,582.0120239,-0.0001274438109,582.0120239,0.006826618221,582.0120239,-0.003192454344,
581.0090332,0.002450614236,581.0090332,0.001998899737,581.0090332,-3.235625627E-005,581.0090332,-0.0002900330583,581.0090332,0.006517827976,581.0090332,-0.003274777904,
580.0058594,0.002479563234,580.0058594,0.001827324159,580.0058594,0.0001571562607,580.0058594,-0.0001384161005,580.0058594,0.006856859662,580.0058594,-0.003290500725,
579.0023804,0.002547934419,579.0023804,0.001795767224,579.0023804,-1.366757624E-005,579.0023804,-0.0001169370589,579.0023804,0.006616799626,579.0023804,-0.003458587453,
577.9985962,0.002657986013,577.9985962,0.00212915428,577.9985962,-5.756657629E-005,577.9985962,-8.283502098E-007,577.9985962,0.006673338823,577.9985962,-0.003306634026,
576.9945679,0.0025569438,576.9945679,0.002173066838,576.9945679,0.0002553883824,576.9945679,-0.0001234067604,576.9945679,0.006529915612,576.9945679,-0.003085441422,
575.9902954,0.002646083711,575.9902954,0.001957189292,575.9902954,7.872636343E-005,575.9902954,-0.0002980522986,575.9902954,0.007001180202,575.9902954,-0.00326424418,
574.9858398,0.002383793937,574.9858398,0.002086807042,574.9858398,-0.0001635685185,574.9858398,-0.000173194363,574.9858398,0.006749235559,574.9858398,-0.003296563635,
574.0183105,0.002633139957,574.0183105,0.002060042694,574.0183105,0.0001361556497,574.0183105,-4.985351188E-005,574.0183105,0.006900174543,574.0183105,-0.00307495473,
573.0132446,0.002429502318,573.0132446,0.002190029481,573.0132446,-0.0001021857825,573.0132446,-0.0002042957785,573.0132446,0.006733723916,573.0132446,-0.003208231647,
572.0079956,0.002582071815,572.0079956,0.002163180849,572.0079956,-8.231660104E-006,572.0079956,-0.0001720040746,572.0079956,0.007183049805,572.0079956,-0.003394894768,
571.0025024,0.002404252766,571.0025024,0.002172364388,571.0025024,-0.0001324124314,571.0025024,-0.0002115921234,571.0025024,0.006615012418,571.0025024,-0.003498955397,
569.9967041,0.002674004063,569.9967041,0.002259057714,569.9967041,0.0001511226874,569.9967041,-5.135472384E-005,569.9967041,0.006791041233,569.9967041,-0.003331809305,
568.9907837,0.002486306243,568.9907837,0.002053904813,568.9907837,0.0001149748059,568.9907837,-0.0001292035304,568.9907837,0.006850627251,568.9907837,-0.003205096815,
567.984436,0.002680723788,567.984436,0.002235535299,567.984436,0.0002315858292,567.984436,-2.717941607E-005,567.984436,0.006725389976,567.984436,-0.002912119264,
567.0153198,0.002242170274,567.0153198,0.002078561578,567.0153198,-4.415921649E-005,567.0153198,-0.0001128481599,567.0153198,0.006501431111,567.0153198,-0.003342906479,
566.0084839,0.002371690935,566.0084839,0.002056375612,566.0084839,-0.0001303421741,566.0084839,-0.0005160148721,566.0084839,0.00682756491,566.0084839,-0.00352863851,
565.0015259,0.002434240188,565.0015259,0.002039678162,565.0015259,2.3038574E-006,565.0015259,-0.0001542012178,565.0015259,0.006819229107,565.0015259,-0.003352873027,
563.9942627,0.002640848979,563.9942627,0.002156833187,563.9942627,-5.999952919E-005,563.9942627,-0.0001478872437,563.9942627,0.007102920208,563.9942627,-0.003115512663,
562.9868164,0.002653193893,562.9868164,0.002237148583,562.9868164,-4.778286893E-005,562.9868164,-5.233827324E-005,562.9868164,0.00673443405,562.9868164,-0.003250524402,
562.0163574,0.002640640596,562.0163574,0.0020650886,562.0163574,1.819821773E-005,562.0163574,-0.0001164712376,562.0163574,0.006473868154,562.0163574,-0.003127694828,
561.0084229,0.002530853497,561.0084229,0.002297414234,561.0084229,1.755104131E-005,561.0084229,-3.515172284E-005,561.0084229,0.006977768149,561.0084229,-0.003239579033,
560.0001221,0.00263095228,560.0001221,0.002136308001,560.0001221,9.804122965E-005,560.0001221,-7.242290303E-005,560.0001221,0.006817835383,560.0001221,-0.00330123934,
558.9916992,0.002821448492,558.9916992,0.002319534542,558.9916992,6.754173955E-005,558.9916992,5.41827103E-005,558.9916992,0.006963168737,558.9916992,-0.003283718368,
557.9829712,0.002431090223,557.9829712,0.002081292681,557.9829712,-6.17077676E-005,557.9829712,-0.0001903754455,557.9829712,0.006932683289,557.9829712,-0.003454375779,
557.0114136,0.002665565349,557.0114136,0.002249690238,557.0114136,9.260397928E-005,557.0114136,-0.0001624299621,557.0114136,0.006932683289,557.0114136,-0.003095825203,
556.0021973,0.002632671269,556.0021973,0.002225023462,556.0021973,-8.236134454E-005,556.0021973,-0.0002419146476,556.0021973,0.006811156403,556.0021973,-0.003266659332,
554.9927368,0.002530749422,554.9927368,0.002304492518,554.9927368,0.0002720431658,554.9927368,-6.657360791E-005,554.9927368,0.006970981136,554.9927368,-0.003079786897,
553.9830933,0.002547387499,553.9830933,0.002008651849,553.9830933,-0.0001094320833,553.9830933,-0.0002105054446,553.9830933,0.006668397225,553.9830933,-0.003249445232,
553.0105591,0.002701613586,553.0105591,0.002348969458,553.0105591,0.0001270669163,553.0105591,0.0001223802101,553.0105591,0.007084317505,553.0105591,-0.003121012589,
552.0003052,0.002818947192,552.0003052,0.002407272346,552.0003052,0.0001401951449,552.0003052,5.879101445E-005,552.0003052,0.007219870109,552.0003052,-0.003118956462,
550.9899902,0.002657178789,550.9899902,0.002262726659,550.9899902,0.00015164059,550.9899902,-0.0001326712081,550.9899902,0.006774502341,550.9899902,-0.00326501485,
550.0167847,0.002355554141,550.0167847,0.002134981332,550.0167847,-0.0001164194837,550.0167847,-2.738649164E-005,550.0167847,0.006433748174,550.0167847,-0.003344653174,
549.0058594,0.002676504431,549.0058594,0.002090162365,549.0058594,0.0001814208663,549.0058594,-0.0001249594789,549.0058594,0.0065603205,549.0058594,-0.003271746216,
547.9946899,0.002640223829,547.9946899,0.002052500146,547.9946899,0.0001574411144,547.9946899,9.500254237E-006,547.9946899,0.006749025546,547.9946899,-0.003295484697,
546.9833984,0.002877547871,546.9833984,0.002375621116,546.9833984,0.000313669967,546.9833984,0.0002742707729,546.9833984,0.007112156134,546.9833984,-0.003182741115,
546.0092773,0.002797765424,546.0092773,0.00225793873,546.0092773,0.0002611384843,546.0092773,9.907690401E-005,546.0092773,0.007209999952,546.0092773,-0.003239270765,
544.9974365,0.002481151372,544.9974365,0.002260670997,544.9974365,7.215018559E-005,544.9974365,-3.421990186E-005,544.9974365,0.006913430057,544.9974365,-0.003194355872,
543.9854126,0.002660720842,543.9854126,0.002230825834,543.9854126,0.0001066115001,543.9854126,-0.0001032727305,543.9854126,0.006656226702,543.9854126,-0.003265168983,
543.0105591,0.002540018875,543.0105591,0.002063449938,543.0105591,0.0001554471673,543.0105591,-2.381443846E-005,543.0105591,0.006672865711,543.0105591,-0.003066318342,
541.9979858,0.002654652344,541.9979858,0.002225361764,541.9979858,0.0001168390882,541.9979858,-5.808422793E-005,541.9979858,0.006968771573,541.9979858,-0.003273287788,
540.9851685,0.002991670975,540.9851685,0.00243746792,540.9851685,3.036530325E-005,540.9851685,-1.346049521E-005,540.9851685,0.007154180668,540.9851685,-0.003395562526,
540.0097046,0.002928676782,540.0097046,0.002567671938,540.0097046,0.0003582801146,540.0097046,0.0001539193472,540.0097046,0.007560135331,540.0097046,-0.003074389184,
538.99646,0.002787135774,538.99646,0.002422057558,538.99646,0.000191857398,538.99646,0.0002435516944,538.99646,0.007040352561,538.99646,-0.003085184377,
537.9830322,0.002715288661,537.9830322,0.002132510068,537.9830322,0.00016629741,537.9830322,0.0001491805742,537.9830322,0.006930368487,537.9830322,-0.003217482008,
537.0067749,0.002730761655,537.0067749,0.002390535548,537.0067749,0.0002432408946,537.0067749,8.636417624E-005,537.0067749,0.006809473503,537.0067749,-0.003166705836,
535.9928589,0.002841693582,535.9928589,0.002496355679,535.9928589,0.0001692236547,535.9928589,0.0001362592302,535.9928589,0.007045825012,535.9928589,-0.003264963627,
535.0162964,0.002663585823,535.0162964,0.002341109561,535.0162964,0.0003165713279,535.0162964,0.0001749467192,535.0162964,0.006517118309,535.0162964,-0.003066009842,
534.0018921,0.002651709365,534.0018921,0.00219172053,534.0018921,0.0001889309933,534.0018921,-8.12811777E-006,534.0018921,0.006747473963,534.0018921,-0.003249548143,
532.9871826,0.002896362217,532.9871826,0.002502421848,532.9871826,4.333527249E-005,532.9871826,-3.867191481E-005,532.9871826,0.007497949991,532.9871826,-0.003314443631,
532.0099487,0.002833407838,532.0099487,0.00248234882,532.0099487,0.0002943455183,532.0099487,0.000136518167,532.0099487,0.007453469094,532.0099487,-0.003285002895,
530.994812,0.002798312576,530.994812,0.002501432551,530.994812,0.0003457411367,530.994812,0.0001024687517,530.994812,0.00662762858,530.994812,-0.003053003456,
530.0170898,0.002615222475,530.0170898,0.00230657449,530.0170898,0.000323332526,530.0170898,9.361375123E-005,530.0170898,0.00654429011,530.0170898,-0.002986474894,
529.0015259,0.002962922445,529.0015259,0.002584676025,529.0015259,0.0003155610175,529.0015259,0.0003615962632,529.0015259,0.007576071657,529.0015259,-0.002994855633,
527.9857178,0.00324006239,527.9857178,0.002786354162,527.9857178,0.0003517515142,527.9857178,0.0002158649586,527.9857178,0.007521600928,527.9857178,-0.003183460562,
527.0073242,0.002928442322,527.0073242,0.002654678421,527.0073242,0.0002755140886,527.0073242,7.714703679E-005,527.0073242,0.007279356942,527.0073242,-0.003294919617,
525.9910278,0.003163133748,525.9910278,0.002789063845,525.9910278,0.0003405080643,525.9910278,0.0001195060686,525.9910278,0.007411731873,525.9910278,-0.003285927698,
525.012207,0.003156093415,525.012207,0.002825226402,525.012207,0.000403931248,525.012207,0.0004148654116,525.012207,0.007104683202,525.012207,-0.003162799869,
523.9955444,0.00305861095,523.9955444,0.002634963021,523.9955444,0.0002932057832,523.9955444,0.0001712953381,523.9955444,0.007607682608,523.9955444,-0.003179965774,
523.0162354,0.003070029197,523.0162354,0.002653324045,523.0162354,0.0002740894561,523.0162354,0.0003237988276,523.0162354,0.007163733244,523.0162354,-0.003197953338,
521.9991455,0.003076859517,521.9991455,0.002851542784,521.9991455,0.0004911273136,521.9991455,0.0003664928081,521.9991455,0.007231424563,521.9991455,-0.00293315202,
520.9817505,0.002950777067,520.9817505,0.002738420153,520.9817505,0.0003724516719,520.9817505,0.000280850014,520.9817505,0.007213974372,520.9817505,-0.002989148488,
520.0018311,0.003107023658,520.0018311,0.002727244981,520.0018311,0.0005462525878,520.0018311,0.0003542385821,520.0018311,0.007356228307,520.0018311,-0.002889131196,
518.9839478,0.003062443109,518.9839478,0.002794170054,518.9839478,0.000442875782,518.9839478,0.000270152319,518.9839478,0.007356781512,518.9839478,-0.003179657506,
518.0036011,0.00299573713,518.0036011,0.002811834449,518.0036011,0.0002967545588,518.0036011,0.0003033082467,518.0036011,0.007265432272,518.0036011,-0.003250113223,
516.9853516,0.003263795748,516.9853516,0.002982678823,516.9853516,0.0005257774028,516.9853516,0.0005084908917,516.9853516,0.007744558156,516.9853516,-0.003023236524,
516.0045776,0.003265204141,516.0045776,0.002849927172,516.0045776,0.0005207235808,516.0045776,0.0004119116056,516.0045776,0.007418894209,516.0045776,-0.003013879294,
514.9859009,0.003201987594,514.9859009,0.002822021721,514.9859009,0.0004104347026,514.9859009,0.0005917419912,514.9859009,0.007300863974,514.9859009,-0.00318299816,
514.0046387,0.003248851281,514.0046387,0.002848441945,514.0046387,0.0004427980457,514.0046387,0.0004346357309,514.0046387,0.007122233976,514.0046387,-0.003321225522,
512.9855347,0.003206472844,512.9855347,0.002973790979,512.9855347,0.0006446505431,512.9855347,0.0004220168339,512.9855347,0.007280120626,512.9855347,-0.003050638596,
512.0039063,0.003338446608,512.0039063,0.002936286619,512.0039063,0.0005215529236,512.0039063,0.0003737729858,512.0039063,0.007453758735,512.0039063,-0.003179246327,
510.9842224,0.003425946925,510.9842224,0.003015964292,510.9842224,0.0005342006334,510.9842224,0.0004997830838,510.9842224,0.007277777418,510.9842224,-0.002817793749,
510.0021667,0.003437896725,510.0021667,0.003062651493,510.0021667,0.0007605740684,510.0021667,0.0008144109161,510.0021667,0.007768064737,510.0021667,-0.002825097879,
508.9820862,0.003302371595,508.9820862,0.003097794252,508.9820862,0.0006613980513,508.9820862,0.0005891498877,508.9820862,0.007860336453,508.9820862,-0.002980973106,
507.9996338,0.003423729213,507.9996338,0.003064632881,507.9996338,0.0007160003879,507.9996338,0.0005284987274,507.9996338,0.00752320746,507.9996338,-0.002957783174,
507.0169678,0.003639971837,507.0169678,0.003057463793,507.0169678,0.00099238439,507.0169678,0.0006937023136,507.0169678,0.007680870593,507.0169678,-0.002649355913,
505.9962463,0.003460153472,505.9962463,0.003086453304,505.9962463,0.0007038140902,505.9962463,0.0005952413776,505.9962463,0.007576993667,505.9962463,-0.002972386312,
505.0131531,0.003585026599,505.0131531,0.003300415352,505.0131531,0.0007767296047,505.0131531,0.0007089478313,505.0131531,0.007766114548,505.0131531,-0.002713466762,
503.9919739,0.00373191922,503.9919739,0.003206472844,503.9919739,0.0008283379721,503.9919739,0.0005825659609,503.9919739,0.007759183645,503.9919739,-0.002878125291,
503.0084534,0.0036789726,503.0084534,0.003338107606,503.0084534,0.0007163634291,503.0084534,0.0008253035485,503.0084534,0.007498871535,503.0084534,-0.002830189886,
501.9868469,0.003897327464,501.9868469,0.003468294628,501.9868469,0.0009368651663,501.9868469,0.0008005879936,501.9868469,0.007640376221,501.9868469,-0.002695356263,
501.0029297,0.003812395735,501.0029297,0.00337828137,501.0029297,0.0008682543412,501.0029297,0.0009917616844,501.0029297,0.007818349637,501.0029297,-0.002662065672,
500.0187683,0.00370706385,500.0187683,0.003392395331,500.0187683,0.0009562701453,500.0187683,0.0009011446964,500.0187683,0.007423265371,500.0187683,-0.002667931607,
498.996582,0.004004325252,498.996582,0.003740874818,498.996582,0.001151042175,498.996582,0.0009827328613,498.996582,0.00778825162,498.996582,-0.002424842212,
498.0119934,0.00402188208,498.0119934,0.003713852027,498.0119934,0.001164980116,498.0119934,0.000954013085,498.0119934,0.007945114747,498.0119934,-0.002549878089,
496.9893188,0.004027264193,496.9893188,0.003779049264,496.9893188,0.001163864043,496.9893188,0.001045471407,496.9893188,0.008200392127,496.9893188,-0.002503090305,
496.004364,0.00416481914,496.004364,0.003957615234,496.004364,0.001304097823,496.004364,0.001125607407,496.004364,0.008125771768,496.004364,-0.002303220797,
494.9812927,0.003884529229,494.9812927,0.003592413152,494.9812927,0.001146500115,494.9812927,0.0009579305188,494.9812927,0.007888409309,494.9812927,-0.002561870264,
493.9958801,0.003969187848,493.9958801,0.003641068237,493.9958801,0.001129396493,493.9958801,0.001045549288,493.9958801,0.008056938648,493.9958801,-0.002566553652,
493.0102844,0.003849871224,493.0102844,0.003482803004,493.0102844,0.001238700002,493.0102844,0.001025595469,493.0102844,0.007707113866,493.0102844,-0.002556002932,
491.9866028,0.003898476716,491.9866028,0.003663909622,491.9866028,0.001214402146,491.9866028,0.001244826475,491.9866028,0.008052191697,491.9866028,-0.002401519567,
491.0006104,0.004481225275,491.0006104,0.003902211785,491.0006104,0.001195478835,491.0006104,0.001144112321,491.0006104,0.007980100811,491.0006104,-0.002453260357,
490.0144043,0.004310313147,490.0144043,0.003948602825,490.0144043,0.001213415759,490.0144043,0.001065763528,490.0144043,0.008024608716,490.0144043,-0.002484353259,
488.9900208,0.004082500469,488.9900208,0.003824669635,488.9900208,0.001287481398,488.9900208,0.001172948512,488.9900208,0.007419499569,488.9900208,-0.0024552166,
488.0034485,0.004359100945,488.0034485,0.004015089478,488.0034485,0.001534432056,488.0034485,0.001420742949,488.0034485,0.0081803184,488.0034485,-0.002162505174,
487.0166626,0.004730758257,487.0166626,0.004385327455,487.0166626,0.001505649765,487.0166626,0.001365506672,487.0166626,0.008714012802,487.0166626,-0.002183986362,
485.9916382,0.004579341505,485.9916382,0.004176162183,485.9916382,0.001368700643,485.9916382,0.001409419929,485.9916382,0.008158477023,485.9916382,-0.002273350954,
485.004425,0.004362134263,485.004425,0.00403865613,485.004425,0.001483181259,485.004425,0.001495597302,485.004425,0.007479541004,485.004425,-0.002288749674,
484.0170288,0.004365873057,484.0170288,0.004009550437,484.0170288,0.001421703957,484.0170288,0.001317651244,484.0170288,0.008373924531,484.0170288,-0.00225414033,
482.9914246,0.004922753666,482.9914246,0.00455543166,482.9914246,0.001511416514,482.9914246,0.001446688548,482.9914246,0.009135492146,482.9914246,-0.002289934084,
