LN46_0.75_1_0.5mL_s_0.5mL_Ti_2h,,LN46_0.75_2_0.5mL_s_0.5mL_Ti_2h,,LN46_0.75_3_0.5mL_s_0.5mL_Ti_2h,,LN46_0.75_4_0.5mL_s_0.5mL_Ti_2h,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
562.0163574,0.03802783042,562.0163574,0.01797694899,562.0163574,0.02616666816,562.0163574,0.02194221877,
561.0084229,0.03949319199,561.0084229,0.01851329021,561.0084229,0.02718239464,561.0084229,0.02264252678,
560.0001221,0.04043922201,560.0001221,0.01916977763,560.0001221,0.02835469134,560.0001221,0.02362598293,
558.9916992,0.04029599205,558.9916992,0.01979244314,558.9916992,0.02922349423,558.9916992,0.02437621541,
557.9829712,0.04153745994,557.9829712,0.02073388733,557.9829712,0.03023957834,557.9829712,0.02533841692,
557.0114136,0.0424714312,557.0114136,0.02146368846,557.0114136,0.03137692437,557.0114136,0.02640028857,
556.0021973,0.04396091029,556.0021973,0.02214203216,556.0021973,0.03232719749,556.0021973,0.02745665424,
554.9927368,0.04417541996,554.9927368,0.02297230996,554.9927368,0.03330504522,554.9927368,0.02829183266,
553.9830933,0.04479216784,553.9830933,0.0236774534,553.9830933,0.03450421244,553.9830933,0.02923814207,
553.0105591,0.04638811201,553.0105591,0.0247749202,553.0105591,0.03563242406,553.0105591,0.03031554259,
552.0003052,0.04722899199,552.0003052,0.02540699765,552.0003052,0.03694355115,552.0003052,0.03158137947,
550.9899902,0.04818646237,550.9899902,0.02643453702,550.9899902,0.03805198893,550.9899902,0.03263835609,
550.0167847,0.04939349368,550.0167847,0.02719402313,550.0167847,0.03923222423,550.0167847,0.0337164849,
549.0058594,0.05045514926,549.0058594,0.02826887369,549.0058594,0.04089118168,549.0058594,0.03520737588,
547.9946899,0.05085947737,547.9946899,0.02915203758,547.9946899,0.0419732295,547.9946899,0.03622825816,
546.9833984,0.05262773484,546.9833984,0.03017866425,546.9833984,0.04333101213,546.9833984,0.0375116393,
546.0092773,0.05382556841,546.0092773,0.03105877526,546.0092773,0.04471936449,546.0092773,0.03873389959,
544.9974365,0.05516894907,544.9974365,0.0323898904,544.9974365,0.04655992985,544.9974365,0.04011430964,
543.9854126,0.05539024249,543.9854126,0.03346922249,543.9854126,0.04802440479,543.9854126,0.04155156016,
543.0105591,0.0570403859,543.0105591,0.03437945619,543.0105591,0.04932171479,543.0105591,0.04293271154,
541.9979858,0.05805357546,541.9979858,0.03573404253,541.9979858,0.05094265938,541.9979858,0.04424305633,
540.9851685,0.0604181774,540.9851685,0.03693050146,540.9851685,0.05262767896,540.9851685,0.04574378207,
540.0097046,0.06167271733,540.0097046,0.03818775713,540.0097046,0.05444929004,540.0097046,0.04769327864,
538.99646,0.06281932443,538.99646,0.03961786628,538.99646,0.0563991107,538.99646,0.0491091758,
537.9830322,0.06412280351,537.9830322,0.04093620926,537.9830322,0.05855855346,537.9830322,0.05107165501,
537.0067749,0.06572433561,537.0067749,0.04206781462,537.0067749,0.06001632661,537.0067749,0.05258072168,
535.9928589,0.06732285023,535.9928589,0.04350643605,535.9928589,0.06193970889,535.9928589,0.05422064662,
535.0162964,0.06819697469,535.0162964,0.0451034829,535.0162964,0.06413201988,535.0162964,0.05616395921,
534.0018921,0.07010377198,534.0018921,0.04682211578,534.0018921,0.06628134847,534.0018921,0.05823291466,
532.9871826,0.07196832448,532.9871826,0.0480460003,532.9871826,0.06817980111,532.9871826,0.05984682217,
532.0099487,0.07386497408,532.0099487,0.04963676259,532.0099487,0.07045292854,532.0099487,0.06183517352,
530.994812,0.07501547784,530.994812,0.05128789693,530.994812,0.07284343988,530.994812,0.06409217417,
530.0170898,0.07658216357,530.0170898,0.05332176015,530.0170898,0.0754608959,530.0170898,0.06651462615,
529.0015259,0.07933038473,529.0015259,0.05485207215,529.0015259,0.07758302242,529.0015259,0.06841112673,
527.9857178,0.08214361221,527.9857178,0.05657048896,527.9857178,0.07997614145,527.9857178,0.07048553973,
527.0073242,0.08355452865,527.0073242,0.05859101936,527.0073242,0.08274117112,527.0073242,0.07309307158,
525.9910278,0.08571988344,525.9910278,0.06057245657,525.9910278,0.08552914858,525.9910278,0.07554597408,
525.012207,0.08830740303,525.012207,0.0622612685,525.012207,0.08776281029,525.012207,0.07769079506,
523.9955444,0.09019239992,523.9955444,0.06416808814,523.9955444,0.09058698267,523.9955444,0.08004358411,
523.0162354,0.09181241691,523.0162354,0.06644818932,523.0162354,0.09364774823,523.0162354,0.08281443268,
521.9991455,0.09449535608,521.9991455,0.06854972243,521.9991455,0.09656184912,521.9991455,0.08558585495,
520.9817505,0.09628491849,520.9817505,0.07092182338,520.9817505,0.09979426116,520.9817505,0.08838801831,
520.0018311,0.09871928394,520.0018311,0.0728322342,520.0018311,0.1026786864,520.0018311,0.09112916142,
518.9839478,0.1013691872,518.9839478,0.0752049461,518.9839478,0.1057799086,518.9839478,0.09399321675,
518.0036011,0.1043073386,518.0036011,0.07729293406,518.0036011,0.1086252108,518.0036011,0.09631468356,
516.9853516,0.1064883769,516.9853516,0.07961151004,516.9853516,0.1120619178,516.9853516,0.09958571941,
516.0045776,0.1094111651,516.0045776,0.08224392682,516.0045776,0.1156267673,516.0045776,0.1028420478,
514.9859009,0.1120196655,514.9859009,0.08480137587,514.9859009,0.1191427857,514.9859009,0.1059327424,
514.0046387,0.1148433834,514.0046387,0.08744230121,514.0046387,0.122793749,514.0046387,0.1092777401,
512.9855347,0.1177119538,512.9855347,0.09007067978,512.9855347,0.1263146698,512.9855347,0.1128434837,
512.0039063,0.1210286617,512.0039063,0.09277899563,512.0039063,0.1300417036,512.0039063,0.1158706099,
510.9842224,0.1234644651,510.9842224,0.09588570893,510.9842224,0.1340526491,510.9842224,0.1196066514,
510.0021667,0.1262704581,510.0021667,0.09844961762,510.0021667,0.1379295737,510.0021667,0.1232238859,
508.9820862,0.1296526939,508.9820862,0.1014710367,508.9820862,0.1424900889,508.9820862,0.1270976365,
507.9996338,0.1326659322,507.9996338,0.1038378552,507.9996338,0.1457064301,507.9996338,0.1300771832,
507.0169678,0.1363935024,507.0169678,0.1071513593,507.0169678,0.1504182965,507.0169678,0.1343789101,
505.9962463,0.1392949075,505.9962463,0.1103065908,505.9962463,0.1546162367,505.9962463,0.1381492019,
505.0131531,0.1435450464,505.0131531,0.1136782169,505.0131531,0.1594890207,505.0131531,0.1423979551,
503.9919739,0.1471937895,503.9919739,0.1175932959,503.9919739,0.1643501669,503.9919739,0.1471164078,
503.0084534,0.1506343633,503.0084534,0.120300293,503.0084534,0.1686440408,503.0084534,0.1507381201,
501.9868469,0.1548445821,501.9868469,0.1242771149,501.9868469,0.1739285886,501.9868469,0.1557941735,
501.0029297,0.1579729617,501.0029297,0.1275215,501.0029297,0.1786564291,501.0029297,0.1598684192,
500.0187683,0.1619106382,500.0187683,0.1313260198,500.0187683,0.1837693453,500.0187683,0.1644628048,
498.996582,0.166705355,498.996582,0.1353695542,498.996582,0.1893023252,498.996582,0.1696920544,
498.0119934,0.1704595834,498.0119934,0.1388183385,498.0119934,0.1941402555,498.0119934,0.1742065102,
496.9893188,0.1747995019,496.9893188,0.1426328719,496.9893188,0.1997208148,496.9893188,0.1788486838,
496.004364,0.1785634756,496.004364,0.1464614868,496.004364,0.2045495659,496.004364,0.1833341271,
494.9812927,0.1833478659,494.9812927,0.1504390091,494.9812927,0.2102409005,494.9812927,0.1886465997,
493.9958801,0.1877401173,493.9958801,0.1548114866,493.9958801,0.2166411877,493.9958801,0.1939668357,
493.0102844,0.1913660318,493.0102844,0.1589205116,493.0102844,0.2218407094,493.0102844,0.1988335699,
491.9866028,0.1959506571,491.9866028,0.1631891578,491.9866028,0.2276545018,491.9866028,0.2043195367,
491.0006104,0.2006691992,491.0006104,0.1664904803,491.0006104,0.232225135,491.0006104,0.2084452361,
490.0144043,0.2056067288,490.0144043,0.1708842069,490.0144043,0.2387221605,490.0144043,0.2140604854,
488.9900208,0.2098901719,488.9900208,0.1759670824,488.9900208,0.2457070649,488.9900208,0.2207625806,
488.0034485,0.2153684944,488.0034485,0.1808724999,488.0034485,0.2520066202,488.0034485,0.2262890935,
487.0166626,0.2202636898,487.0166626,0.1846499145,487.0166626,0.2578593194,487.0166626,0.2313774079,
485.9916382,0.2252591401,485.9916382,0.1893361509,485.9916382,0.2644587159,485.9916382,0.2372960448,
485.004425,0.2298292071,485.004425,0.1945442706,485.004425,0.2714604735,485.004425,0.2438836545,
484.0170288,0.2354480624,484.0170288,0.1988458484,484.0170288,0.2777434587,484.0170288,0.2494710386,
482.9914246,0.2409030646,482.9914246,0.2028891444,482.9914246,0.2832027078,482.9914246,0.2546169758,
482.0036316,0.2467066944,482.0036316,0.2083094269,482.0036316,0.290863663,482.0036316,0.261464417,
481.015625,0.2512622476,481.015625,0.2137306184,481.015625,0.2979167402,481.015625,0.2677360475,
479.9894104,0.2571789324,479.9894104,0.2189605087,479.9894104,0.305439949,479.9894104,0.2745263577,
479.0010071,0.2625660896,479.0010071,0.2245460898,479.0010071,0.3122808039,479.0010071,0.2811465859,
478.0123596,0.2685081959,478.0123596,0.2294322699,478.0123596,0.3194606602,478.0123596,0.2877713144,
476.9855347,0.2751727998,476.9855347,0.2351918519,476.9855347,0.3281623721,476.9855347,0.2950777113,
475.9965515,0.2808223367,475.9965515,0.2406935096,475.9965515,0.3354024589,475.9965515,0.3012030423,
475.0073242,0.2867861986,475.0073242,0.2458912581,475.0073242,0.3434067369,475.0073242,0.308677882,
474.0179443,0.2922630906,474.0179443,0.2517252266,474.0179443,0.3506018817,474.0179443,0.3150969744,
472.9902954,0.2986431122,472.9902954,0.2575751841,472.9902954,0.3586910963,472.9902954,0.3228618503,
472.0005493,0.3048449755,472.0005493,0.2635164857,472.0005493,0.3666543663,472.0005493,0.3301299512,
471.0105896,0.311876744,471.0105896,0.2688290477,471.0105896,0.3755292296,471.0105896,0.3371329606,
469.9822998,0.3178256154,469.9822998,0.2752923071,469.9822998,0.383542031,469.9822998,0.3448130786,
468.9919739,0.323802501,468.9919739,0.2810915411,468.9919739,0.3909204304,468.9919739,0.3515608609,
468.0014343,0.3302850723,468.0014343,0.2866190076,468.0014343,0.3995528519,468.0014343,0.3591774106,
467.0107117,0.3360703588,467.0107117,0.2921150029,467.0107117,0.4070746899,467.0107117,0.3662693501,
465.9815674,0.3434147239,465.9815674,0.2986269295,465.9815674,0.4155594707,465.9815674,0.3739845157,
464.990448,0.3499585092,464.990448,0.3045859337,464.990448,0.4241053164,464.990448,0.382114321,
463.9990845,0.3557038903,463.9990845,0.3101862967,463.9990845,0.432107538,463.9990845,0.3886978328,
463.0075989,0.3630642593,463.0075989,0.3167723715,463.0075989,0.4410364628,463.0075989,0.3967404366,
462.0158997,0.3688660264,462.0158997,0.3225907087,462.0158997,0.449323386,462.0158997,0.4043687582,
460.9858704,0.3759827614,460.9858704,0.3294056654,460.9858704,0.4581682682,460.9858704,0.4128661156,
459.9938049,0.3830042183,459.9938049,0.3358799219,459.9938049,0.4671360254,459.9938049,0.4207210839,
459.0015259,0.3894684911,459.0015259,0.3413915634,459.0015259,0.4748856723,459.0015259,0.4272061586,
458.0090637,0.3964704275,458.0090637,0.3477126062,458.0090637,0.4839813113,458.0090637,0.4362276495,
457.0163879,0.4020436406,457.0163879,0.3533978462,457.0163879,0.4921244681,457.0163879,0.4436525106,
455.9854126,0.4101606607,455.9854126,0.3598694205,455.9854126,0.5014573336,455.9854126,0.452013433,
454.9923706,0.4175027907,454.9923706,0.3669363856,454.9923706,0.5106703639,454.9923706,0.4610240459,
453.999176,0.423073262,453.999176,0.3728731573,453.999176,0.5189670324,453.999176,0.467279911,
453.0057983,0.4309504032,453.0057983,0.3791776896,453.0057983,0.5278419852,453.0057983,0.4758000076,
452.0121765,0.437336117,452.0121765,0.3853820562,452.0121765,0.5359210968,452.0121765,0.4828323126,
451.0184326,0.4437764287,451.0184326,0.3917751014,451.0184326,0.5449048281,451.0184326,0.4908806086,
449.9862671,0.4508007467,449.9862671,0.3982861638,449.9862671,0.5548453927,449.9862671,0.4994930327,
448.9920959,0.4583703279,448.9920959,0.4050506353,448.9920959,0.5637311339,448.9920959,0.5074535012,
447.9977417,0.4647996724,447.9977417,0.4110177755,447.9977417,0.5720949173,447.9977417,0.5161845088,
447.0032959,0.4712945819,447.0032959,0.4173323512,447.0032959,0.5808330178,447.0032959,0.5232584476,
446.008606,0.4780052006,446.008606,0.4233949482,446.008606,0.5888017416,446.008606,0.5315884948,
445.0137329,0.4851050675,445.0137329,0.4292526841,445.0137329,0.5971077085,445.0137329,0.5384575129,
444.0186462,0.4914911091,444.0186462,0.4356132746,444.0186462,0.6061316133,444.0186462,0.5468851924,
442.985199,0.498786658,442.985199,0.4421313405,442.985199,0.6153134704,442.985199,0.5547792912,
441.9897461,0.5055263638,441.9897461,0.4486822188,441.9897461,0.6238310933,441.9897461,0.5620988607,
440.9941711,0.5114989281,440.9941711,0.453928113,440.9941711,0.6313506365,440.9941711,0.5693414807,
439.9983826,0.5176377892,439.9983826,0.4591189623,439.9983826,0.6386288404,439.9983826,0.5773088932,
439.0024414,0.5230631828,439.0024414,0.4651616216,439.0024414,0.6469523311,439.0024414,0.5838630795,
438.0062866,0.5298486948,438.0062866,0.4713466763,438.0062866,0.6552091241,438.0062866,0.5907812715,
437.0099182,0.5359116793,437.0099182,0.4760353565,437.0099182,0.6626780033,437.0099182,0.5977630019,
436.0134277,0.5415500998,436.0134277,0.4824177623,436.0134277,0.669629693,436.0134277,0.6044655442,
435.0168152,0.5471500158,435.0168152,0.4878475368,435.0168152,0.6771718264,435.0168152,0.6113602519,
433.9815674,0.5530590415,433.9815674,0.4923518598,433.9815674,0.6846989393,433.9815674,0.618083179,
432.9845581,0.558591783,432.9845581,0.4976835251,432.9845581,0.6924026012,432.9845581,0.6250244975,
431.9873657,0.5643325448,431.9873657,0.504145503,431.9873657,0.6998056769,431.9873657,0.6308300495,
430.9900208,0.5705725551,430.9900208,0.5078885555,430.9900208,0.7065719962,430.9900208,0.637368679,
429.9924316,0.5741852522,429.9924316,0.5126395822,429.9924316,0.7136897445,429.9924316,0.6427244544,
428.9946899,0.5801224113,428.9946899,0.5174036622,428.9946899,0.7195527554,428.9946899,0.6486617923,
427.9967957,0.5847699046,427.9967957,0.5223507881,427.9967957,0.7253053188,427.9967957,0.6545442343,
426.9986877,0.5904724598,426.9986877,0.5277792215,426.9986877,0.7341233492,426.9986877,0.6610358953,
426.0004272,0.5942366719,426.0004272,0.5312965512,426.0004272,0.7390255928,426.0004272,0.6663417816,
425.0020142,0.5991327167,425.0020142,0.5352514982,425.0020142,0.7439771295,425.0020142,0.6716611981,
424.003418,0.6036443114,424.003418,0.539385438,424.003418,0.749597609,424.003418,0.6764201522,
423.0046082,0.6073477864,423.0046082,0.5429124236,423.0046082,0.7544376254,423.0046082,0.680537343,
422.0056763,0.6123100519,422.0056763,0.5468716025,422.0056763,0.7608234286,422.0056763,0.6856943369,
421.0065918,0.6158943772,421.0065918,0.5511968136,421.0065918,0.7649782896,421.0065918,0.6905076504,
420.0072632,0.619443953,420.0072632,0.5528472662,420.0072632,0.7690346241,420.0072632,0.6946347952,
419.007782,0.6215596199,419.007782,0.5556845069,419.007782,0.7733713984,419.007782,0.6976501942,
418.0081177,0.6252211332,418.0081177,0.5584746599,418.0081177,0.777135253,418.0081177,0.7008166909,
417.0083923,0.6290824413,417.0083923,0.5626710057,417.0083923,0.780569613,417.0083923,0.7052119374,
416.0083923,0.631303966,416.0083923,0.5640716553,416.0083923,0.78434515,416.0083923,0.7081958055,
415.0082397,0.6339281201,415.0082397,0.5674780011,415.0082397,0.7869694233,415.0082397,0.7104326487,
414.0079041,0.6360541582,414.0079041,0.569213748,414.0079041,0.7898049355,414.0079041,0.7133491635,
413.0074158,0.6377853155,413.0074158,0.5708215237,413.0074158,0.7926770449,413.0074158,0.7152749896,
412.0067749,0.6399704814,412.0067749,0.5724496245,412.0067749,0.7945733666,412.0067749,0.7176464796,
411.0059509,0.6428521276,411.0059509,0.5734694004,411.0059509,0.7965506911,411.0059509,0.7197259665,
410.0049133,0.6430330276,410.0049133,0.5752364993,410.0049133,0.7987300754,410.0049133,0.7206718922,
409.0038147,0.6437269449,409.0038147,0.5764401555,409.0038147,0.7999659181,409.0038147,0.7220357656,
408.0025024,0.6445230246,408.0025024,0.5773695111,408.0025024,0.8009638786,408.0025024,0.7237257361,
407.0009766,0.6452655792,407.0009766,0.5779842138,407.0009766,0.8028324246,407.0009766,0.7248069048,
405.9993286,0.6468785405,405.9993286,0.5792713165,405.9993286,0.802804172,405.9993286,0.7260032892,
404.9975586,0.6462247968,404.9975586,0.5791727901,404.9975586,0.8034230471,404.9975586,0.7251919508,
403.9955139,0.6476183534,403.9955139,0.580427289,403.9955139,0.804050684,403.9955139,0.7260998487,
402.9933777,0.6467777491,402.9933777,0.5804302096,402.9933777,0.8039485812,402.9933777,0.7271725535,
401.9910889,0.6491898298,401.9910889,0.5808781981,401.9910889,0.8042181134,401.9910889,0.7273925543,
400.9886169,0.647571981,400.9886169,0.5810161233,400.9886169,0.804746449,400.9886169,0.7268112898,
399.9859619,0.6483898163,399.9859619,0.5804468393,399.9859619,0.8035809994,399.9859619,0.7274847031,
398.9831543,0.6485293508,398.9831543,0.5814287066,398.9831543,0.8034462333,398.9831543,0.727640748,
398.0187683,0.6490494609,398.0187683,0.582516253,398.0187683,0.8032010198,398.0187683,0.7273766994,
397.015625,0.6489548683,397.015625,0.5825696588,397.015625,0.8031714559,397.015625,0.728446722,
396.0123596,0.6503499746,396.0123596,0.5839321017,396.0123596,0.8037827611,396.0123596,0.7288284898,
395.0088806,0.6509773731,395.0088806,0.5848704576,395.0088806,0.8025921583,395.0088806,0.7289891243,
394.0052795,0.6526166201,394.0052795,0.5859940648,394.0052795,0.804739356,394.0052795,0.7305696607,
393.0015259,0.6537815332,393.0015259,0.5889300704,393.0015259,0.805419445,393.0015259,0.732414186,
391.9975891,0.6557528973,391.9975891,0.5913948417,391.9975891,0.8072760701,391.9975891,0.7361041903,
390.9935303,0.6584570408,390.9935303,0.5955706835,390.9935303,0.8093015552,390.9935303,0.738876462,
389.9892578,0.6638242602,389.9892578,0.6003682017,389.9892578,0.8130934238,389.9892578,0.7443357706,
388.9848633,0.6684815288,388.9848633,0.606434226,388.9848633,0.8178638816,388.9848633,0.7497882843,
388.0189209,0.674164772,388.0189209,0.6136646271,388.0189209,0.8236050606,388.0189209,0.7576333284,
387.0142212,0.6813876629,387.0142212,0.6222438216,387.0142212,0.8320713639,387.0142212,0.7659995556,
386.0093384,0.6909837723,386.0093384,0.6321992278,386.0093384,0.8411259651,386.0093384,0.7769092321,
385.0043335,0.7027645707,385.0043335,0.6451064348,385.0043335,0.8541647196,385.0043335,0.7903094292,
383.999115,0.7171762586,383.999115,0.6623925567,383.999115,0.8684228063,383.999115,0.8079648614,
382.9937744,0.7315878868,382.9937744,0.6773387194,382.9937744,0.8833882213,382.9937744,0.826408267,
381.9882507,0.7499480247,381.9882507,0.6988899708,381.9882507,0.9030635357,381.9882507,0.8481224775,
380.9826355,0.7738291621,380.9826355,0.7240620852,380.9826355,0.9274101853,380.9826355,0.8749134541,
380.0155029,0.799002707,380.0155029,0.7510855198,380.0155029,0.9560456872,380.0155029,0.9069873691,
379.0095215,0.8311308622,379.0095215,0.7872750163,379.0095215,0.9905043244,379.0095215,0.9438962936,
378.0034485,0.8673417568,378.0034485,0.825374186,378.0034485,1.029358864,378.0034485,0.9880647063,
376.9971313,0.906637311,376.9971313,0.8676872849,376.9971313,1.07100153,376.9971313,1.033912063,
375.9907227,0.9479364753,375.9907227,0.9155324697,375.9907227,1.118274093,375.9907227,1.084514022,
374.9841614,0.9993821979,374.9841614,0.9691341519,374.9841614,1.175663829,374.9841614,1.145781994,
374.0161438,1.055026293,374.0161438,1.030852199,374.0161438,1.237615943,374.0161438,1.212965131,
373.0092468,1.115918159,373.0092468,1.097300291,373.0092468,1.308375716,373.0092468,1.286630034,
372.0022278,1.18773067,372.0022278,1.174126148,372.0022278,1.391009569,372.0022278,1.375350952,
370.9950562,1.263105273,370.9950562,1.256310463,370.9950562,1.46950531,370.9950562,1.465872526,
369.9877319,1.354913831,369.9877319,1.349741697,369.9877319,1.57051301,369.9877319,1.575361848,
369.0190125,1.453545213,369.0190125,1.456224442,369.0190125,1.685669422,369.0190125,1.689508319,
368.0113831,1.554371953,368.0113831,1.570544481,368.0113831,1.805557251,368.0113831,1.822568536,
367.0036011,1.672323585,367.0036011,1.698693395,367.0036011,1.944438338,367.0036011,1.959593534,
365.9956665,1.800342321,365.9956665,1.831781268,365.9956665,2.089349031,365.9956665,2.106110334,
364.9876099,1.933079243,364.9876099,1.982669711,364.9876099,2.257957458,364.9876099,2.316409111,
364.018158,2.086361647,364.018158,2.150618792,364.018158,2.416794062,364.018158,2.457250595,
363.0097656,2.266693592,363.0097656,2.335317135,363.0097656,2.590545893,363.0097656,2.682751179,
362.0012512,2.438122511,362.0012512,2.508635521,362.0012512,2.84428525,362.0012512,2.894787073,
360.9926147,2.60249424,360.9926147,2.685269833,360.9926147,3.00207448,360.9926147,3.024431467,
359.9837952,2.826286793,359.9837952,2.920094013,359.9837952,3.501079798,359.9837952,3.378136873,
359.0136108,3.054134846,359.0136108,3.116719007,359.0136108,3.733598948,359.0136108,3.767811298,
358.0045471,3.288743496,358.0045471,3.26951766,358.0045471,4.085767269,358.0045471,3.783207178,
356.9953003,3.52816081,356.9953003,3.479180813,356.9953003,4.738229275,356.9953003,3.644621849,
355.9859009,4.140393734,355.9859009,10,355.9859009,10,355.9859009,10,
355.0152283,3.963512897,355.0152283,4.44344759,355.0152283,10,355.0152283,10,
354.0055542,3.848721743,354.0055542,4.076684475,354.0055542,10,354.0055542,3.746083975,
352.995697,10,352.995697,4.577597141,352.995697,10,352.995697,10,
351.9857788,3.977710962,351.9857788,4.176468372,351.9857788,10,351.9857788,10,
351.0144958,4.245749474,351.0144958,10,351.0144958,10,351.0144958,10,
350.0042419,10,350.0042419,10,350.0042419,10,350.0042419,10,
348.993866,10,348.993866,10,348.993866,10,348.993866,4.327436447,
347.9833374,3.914779663,347.9833374,10,347.9833374,10,347.9833374,10,
347.0115356,10,347.0115356,3.825716257,347.0115356,10,347.0115356,10,
346.0007629,10,346.0007629,4.331057072,346.0007629,10,346.0007629,10,
344.9898071,10,344.9898071,4.271471977,344.9898071,10,344.9898071,10,
344.0175781,10,344.0175781,10,344.0175781,10,344.0175781,3.699893475,
343.0063782,10,343.0063782,10,343.0063782,10,343.0063782,3.803509235,
341.9950256,10,341.9950256,10,341.9950256,10,341.9950256,10,
340.9835205,3.894411564,340.9835205,10,340.9835205,10,340.9835205,10,
340.0107727,10,340.0107727,4.858727455,340.0107727,10,340.0107727,10,
338.9990234,10,338.9990234,10,338.9990234,10,338.9990234,10,
337.9871216,10,337.9871216,4.202340603,337.9871216,10,337.9871216,10,
337.0139771,10,337.0139771,10,337.0139771,10,337.0139771,10,
336.0018005,3.606897831,336.0018005,10,336.0018005,10,336.0018005,10,
334.9894714,5.112928391,334.9894714,4.101817131,334.9894714,10,334.9894714,10,
334.0159607,4.506613255,334.0159607,10,334.0159607,10,334.0159607,10,
333.0033875,10,333.0033875,4.565917015,333.0033875,10,333.0033875,10,
331.9906616,10,331.9906616,3.93130374,331.9906616,10,331.9906616,5.122663498,
331.0167542,10,331.0167542,3.977459431,331.0167542,10,331.0167542,3.711742163,
330.0037842,4.069124699,330.0037842,4.702009201,330.0037842,10,330.0037842,10,
328.9906311,4.911422253,328.9906311,3.821106672,328.9906311,10,328.9906311,10,
328.0163574,10,328.0163574,10,328.0163574,10,328.0163574,10,
327.0029602,10,327.0029602,10,327.0029602,10,327.0029602,10,
325.9894714,10,325.9894714,10,325.9894714,10,325.9894714,10,
325.014801,10,325.014801,10,325.014801,10,325.014801,10,
324.0010376,10,324.0010376,10,324.0010376,10,324.0010376,10,
322.9871216,10,322.9871216,5.496794701,322.9871216,10,322.9871216,10,
322.0121155,10,322.0121155,10,322.0121155,10,322.0121155,10,
320.9979248,10,320.9979248,10,320.9979248,10,320.9979248,3.901831865,
319.9836121,10,319.9836121,10,319.9836121,10,319.9836121,10,
319.0082092,10,319.0082092,10,319.0082092,10,319.0082092,10,
317.9936523,4.356928349,317.9936523,3.957556248,317.9936523,5.111309528,317.9936523,10,
317.0180054,10,317.0180054,10,317.0180054,10,317.0180054,10,
316.0032043,10,316.0032043,4.423039436,316.0032043,10,316.0032043,10,
314.9882507,10,314.9882507,10,314.9882507,10,314.9882507,10,
314.0122375,10,314.0122375,4.189796448,314.0122375,10,314.0122375,10,
312.9970093,10,312.9970093,10,312.9970093,10,312.9970093,10,
311.98172,10,311.98172,10,311.98172,10,311.98172,10,
311.0053406,4.788068771,311.0053406,10,311.0053406,10,311.0053406,4.611945629,
309.9897461,4.407124996,309.9897461,10,309.9897461,10,309.9897461,10,
309.0131226,4.151253223,309.0131226,4.323166847,309.0131226,10,309.0131226,10,
307.997345,10,307.997345,3.927046776,307.997345,10,307.997345,10,
306.9813843,10,306.9813843,10,306.9813843,10,306.9813843,10,
306.004364,10,306.004364,10,306.004364,10,306.004364,4.154585361,
304.9881897,10,304.9881897,10,304.9881897,10,304.9881897,10,
304.0110168,10,304.0110168,10,304.0110168,4.232897282,304.0110168,10,
302.9945679,10,302.9945679,10,302.9945679,10,302.9945679,10,
302.0171204,10,302.0171204,4.221161366,302.0171204,4.712516308,302.0171204,10,
301.0004883,10,301.0004883,10,301.0004883,10,301.0004883,10,
299.9836426,10,299.9836426,10,299.9836426,10,299.9836426,10,
299.0058594,10,299.0058594,10,299.0058594,10,299.0058594,10,
297.9888306,10,297.9888306,5.285805225,297.9888306,10,297.9888306,4.339797497,
297.0107727,10,297.0107727,5.001126766,297.0107727,10,297.0107727,10,
295.9935303,10,295.9935303,10,295.9935303,10,295.9935303,10,
295.0152588,10,295.0152588,10,295.0152588,10,295.0152588,10,
293.9977722,10,293.9977722,10,293.9977722,10,293.9977722,10,
293.0192566,10,293.0192566,10,293.0192566,10,293.0192566,10,
292.0015259,10,292.0015259,10,292.0015259,10,292.0015259,10,
290.9836426,10,290.9836426,10,290.9836426,10,290.9836426,10,
290.0048523,3.861899853,290.0048523,5.452773571,290.0048523,4.39962101,290.0048523,3.895553589,
288.9867554,4.642323971,288.9867554,4.04334259,288.9867554,4.40940237,288.9867554,10,
288.0076904,10,288.0076904,10,288.0076904,10,288.0076904,10,
286.9893799,10,286.9893799,10,286.9893799,10,286.9893799,4.758547306,
286.0101013,10,286.0101013,10,286.0101013,10,286.0101013,10,
284.9915771,10,284.9915771,10,284.9915771,10,284.9915771,10,
284.012085,10,284.012085,10,284.012085,10,284.012085,10,
282.9932861,10,282.9932861,10,282.9932861,10,282.9932861,10,
282.0135803,10,282.0135803,10,282.0135803,10,282.0135803,10,
280.9945679,10,280.9945679,3.977648735,280.9945679,10,280.9945679,4.049660683,
280.0146484,4.043700218,280.0146484,4.170910835,280.0146484,10,280.0146484,4.007065773,
278.9954224,10,278.9954224,3.914444923,278.9954224,10,278.9954224,4.564033985,
278.0153198,10,278.0153198,10,278.0153198,10,278.0153198,10,
276.9958496,4.243845463,276.9958496,4.189689159,276.9958496,4.723295212,276.9958496,5.135505676,
276.0154724,4.206717491,276.0154724,10,276.0154724,5.387296677,276.0154724,4.358700752,
274.9958191,4.675809383,274.9958191,5.343726635,274.9958191,4.892785549,274.9958191,4.443192005,
274.0152588,3.822562933,274.0152588,3.997626781,274.0152588,10,274.0152588,10,
272.9953613,10,272.9953613,10,272.9953613,10,272.9953613,10,
