LN46_0.75_1_0.5mL_s_0.5mL_Ti_1h,,LN46_0.75_2_0.5mL_s_0.5mL_Ti_1h,,LN46_0.75_2_0.5mL_s_0.5mL_Ti_1h_r,,LN46_0.75_3_0.5mL_s_0.5mL_Ti_1h,,LN46_0.75_3_0.5mL_s_0.5mL_Ti_1h_r,,LN46_0.75_4_0.5mL_s_0.5mL_Ti_1h,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
639.9891357,0.008018122055,639.9891357,0.02374396846,639.9891357,-0.0001152290424,639.9891357,0.01438855845,639.9891357,0.02064302005,639.9891357,-8.950445772E-005,
639.00177,0.008444179781,639.00177,0.02495696023,639.00177,-4.224384611E-005,639.00177,0.01556270476,639.00177,0.02064378001,639.00177,-4.250268103E-005,
638.0141602,0.008028591052,638.0141602,0.02435567975,638.0141602,-0.0001100531954,638.0141602,0.01539279427,638.0141602,0.02080022357,638.0141602,-0.0004987432039,
636.989624,0.008276899345,636.989624,0.02444828674,636.989624,-1.154498841E-005,636.989624,0.01526946761,636.989624,0.0211897064,636.989624,-0.0004211674968,
636.0014038,0.008315712214,636.0014038,0.02378202789,636.0014038,-0.0004482688673,636.0014038,0.01490765251,636.0014038,0.02078675479,636.0014038,-0.0002831002057,
635.0129395,0.008513364941,635.0129395,0.02429128997,635.0129395,5.767776747E-005,635.0129395,0.01572717912,635.0129395,0.02110110596,635.0129395,-0.0001670359197,
633.9875488,0.008333338425,633.9875488,0.02434043027,633.9875488,-7.325111073E-005,633.9875488,0.01526174508,633.9875488,0.02144628204,633.9875488,-0.0001927041594,
632.9985352,0.009038746357,632.9985352,0.02478322573,632.9985352,0.0001540488302,632.9985352,0.01586062461,632.9985352,0.02148046903,632.9985352,-1.485829125E-005,
632.0092163,0.008242522366,632.0092163,0.02489960752,632.0092163,0.0003062871983,632.0092163,0.01583345421,632.0092163,0.02138724178,632.0092163,0.0003678659268,
630.9829102,0.008296160027,630.9829102,0.02531575039,630.9829102,0.0005638257135,630.9829102,0.0162766315,630.9829102,0.02129912004,630.9829102,0.0003894995607,
629.993042,0.008538681082,629.993042,0.02442049235,629.993042,-1.263216927E-005,629.993042,0.01649455726,629.993042,0.02163743228,629.993042,7.748361531E-005,
629.0028687,0.008614931256,629.0028687,0.02495188825,629.0028687,0.000319679908,629.0028687,0.01581984386,629.0028687,0.02131962031,629.0028687,0.0001190917828,
628.0123901,0.008580870926,628.0123901,0.02445510589,628.0123901,0.0003694204206,628.0123901,0.01650025882,628.0123901,0.02128843591,628.0123901,-4.281328074E-005,
626.9849854,0.008611181751,626.9849854,0.02515369467,626.9849854,9.387266618E-005,626.9849854,0.01647019759,626.9849854,0.02092054114,626.9849854,-0.0001176616715,
625.9939575,0.008851977065,625.9939575,0.02432739921,625.9939575,0.0005530173657,625.9939575,0.01701407693,625.9939575,0.02158397064,625.9939575,0.0003376324603,
625.0026855,0.008745442145,625.0026855,0.02532041632,625.0026855,0.0001876361348,625.0026855,0.01676653512,625.0026855,0.02179388143,625.0026855,9.542616317E-005,
624.0111084,0.008593016304,624.0111084,0.02567865513,624.0111084,0.0005748675903,624.0111084,0.01737913303,624.0111084,0.02197418362,624.0111084,0.0004152022593,
622.9824829,0.008767998777,622.9824829,0.02547687851,622.9824829,0.0002042624255,622.9824829,0.01707645506,622.9824829,0.0214274358,622.9824829,0.0001284651662,
621.9904175,0.009120847099,621.9904175,0.02532757819,621.9904175,0.0008048670716,621.9904175,0.01759276167,621.9904175,0.02223904431,621.9904175,0.0005882167607,
620.9980469,0.008817528374,620.9980469,0.02559440769,620.9980469,0.0004310339864,620.9980469,0.0174822025,620.9980469,0.02222975343,620.9980469,0.0002450021275,
620.0054321,0.008901937865,620.0054321,0.02545758337,620.0054321,0.0007208490861,620.0054321,0.0178568773,620.0054321,0.02194333449,620.0054321,0.0005167064373,
619.0124512,0.009133245796,619.0124512,0.02531838417,619.0124512,0.0004420984187,619.0124512,0.01748009957,619.0124512,0.02247704938,619.0124512,0.0006255964981,
617.9824829,0.009018316865,617.9824829,0.02583904006,617.9824829,0.0003521142062,617.9824829,0.01762192883,617.9824829,0.02156865597,617.9824829,0.0006284480914,
616.9890137,0.009064649232,616.9890137,0.02512653917,616.9890137,0.0005787038244,616.9890137,0.01835299656,616.9890137,0.02214110643,616.9890137,0.000655253767,
615.9951782,0.008939379826,615.9951782,0.02513783984,615.9951782,0.0004805540375,615.9951782,0.01737889089,615.9951782,0.0214846842,615.9951782,0.0005297946045,
615.0012207,0.008941229433,615.0012207,0.02593682706,615.0012207,0.0007077810587,615.0012207,0.01807853952,615.0012207,0.02201075479,615.0012207,0.0007087404374,
614.006897,0.009098086506,614.006897,0.0262191277,614.006897,0.000758577371,614.006897,0.01856240258,614.006897,0.02217995189,614.006897,0.0007028547698,
613.0122681,0.009044745937,613.0122681,0.02598384582,613.0122681,0.0006614758167,613.0122681,0.01762182079,613.0122681,0.02215159312,613.0122681,0.0007579291123,
612.0174561,0.009344997816,612.0174561,0.02496189438,612.0174561,0.0007929894491,612.0174561,0.01804292016,612.0174561,0.02177398466,612.0174561,0.0007215491496,
610.9855347,0.00901910942,610.9855347,0.02558938414,610.9855347,0.0008740904159,610.9855347,0.01768242754,610.9855347,0.02191496454,610.9855347,0.0009721994866,
609.9900513,0.00944247283,609.9900513,0.02575410157,609.9900513,0.0009319622186,609.9900513,0.01922827214,609.9900513,0.02201187238,609.9900513,0.0009562182822,
608.9944458,0.009575958364,608.9944458,0.02543395013,608.9944458,0.0009426762117,608.9944458,0.01890867576,608.9944458,0.02255976759,608.9944458,0.001136585721,
607.9985352,0.009218933061,607.9985352,0.02651374787,607.9985352,0.001220009173,607.9985352,0.01917372644,607.9985352,0.02224563807,607.9985352,0.001054890803,
607.0023193,0.009585511871,607.0023193,0.02689318731,607.0023193,0.001129448414,607.0023193,0.01893252321,607.0023193,0.02207407355,607.0023193,0.001290441141,
606.0059204,0.00977415964,606.0059204,0.0267408099,606.0059204,0.001521911006,606.0059204,0.01952457614,606.0059204,0.02292386815,606.0059204,0.001405706163,
605.0091553,0.009897392243,605.0091553,0.02666962333,605.0091553,0.001222345512,605.0091553,0.01951117255,605.0091553,0.02290946059,605.0091553,0.001221930142,
604.012146,0.009969934821,604.012146,0.02622352727,604.012146,0.001560488367,604.012146,0.01997441053,604.012146,0.02229917981,604.012146,0.001524222898,
603.0148926,0.009955790825,603.0148926,0.02672811784,603.0148926,0.00168336113,603.0148926,0.02020106092,603.0148926,0.02273801528,603.0148926,0.001476453966,
602.017395,0.01005610544,602.017395,0.02631524019,602.017395,0.001794155687,602.017395,0.0203927774,602.017395,0.02322486229,602.017395,0.001662338502,
600.982605,0.009982065298,600.982605,0.02671892382,600.982605,0.00176488841,600.982605,0.02031573281,600.982605,0.02310368605,600.982605,0.001642304356,
599.9846191,0.01002508402,599.9846191,0.02746569924,599.9846191,0.001711375429,599.9846191,0.02085524425,599.9846191,0.02317281626,599.9846191,0.002015959704,
598.9862671,0.01007759105,598.9862671,0.02648537979,598.9862671,0.001938415458,598.9862671,0.02026034705,598.9862671,0.02312287875,598.9862671,0.001874117879,
597.9876709,0.01038661785,597.9876709,0.02731463686,597.9876709,0.002342436695,597.9876709,0.02094515227,597.9876709,0.02389729396,597.9876709,0.002267670585,
596.9888306,0.01068793051,596.9888306,0.0265720021,596.9888306,0.002412712667,596.9888306,0.02126967721,596.9888306,0.02472312748,596.9888306,0.002329137642,
595.9896851,0.01065015234,595.9896851,0.02760384977,595.9896851,0.002477037953,595.9896851,0.02114401758,595.9896851,0.02393908799,595.9896851,0.002284220653,
594.9903564,0.01070156787,594.9903564,0.02758771181,594.9903564,0.002502630232,594.9903564,0.02114148997,594.9903564,0.02375154197,594.9903564,0.002541893627,
593.9907227,0.01098284218,593.9907227,0.02831703052,593.9907227,0.002805268858,593.9907227,0.02107480168,593.9907227,0.02420200035,593.9907227,0.002764314413,
592.9908447,0.01106231101,592.9908447,0.02823273838,592.9908447,0.002950386144,592.9908447,0.02129993588,592.9908447,0.02416130528,592.9908447,0.003023288911,
591.9907227,0.01097893994,591.9907227,0.02758316137,591.9907227,0.003032777458,591.9907227,0.02181023918,591.9907227,0.02436463349,591.9907227,0.003147384617,
590.9902954,0.01132978965,590.9902954,0.02860204503,590.9902954,0.00346263242,590.9902954,0.02207080461,590.9902954,0.02506502345,590.9902954,0.003258240409,
589.989563,0.01146372408,589.989563,0.02821823582,589.989563,0.003267916618,589.989563,0.02192639932,589.989563,0.02460430004,589.989563,0.003434818005,
588.9886475,0.01201549545,588.9886475,0.02877670527,588.9886475,0.003641877323,588.9886475,0.02261765674,588.9886475,0.02473019809,588.9886475,0.003589568194,
587.9874878,0.01205879543,587.9874878,0.02865781449,587.9874878,0.003616087371,587.9874878,0.02297312766,587.9874878,0.02546068467,587.9874878,0.00386410486,
586.9860229,0.01215054654,586.9860229,0.02868455462,586.9860229,0.004057364073,586.9860229,0.02293066308,586.9860229,0.02540455572,586.9860229,0.004046546761,
585.984314,0.0121861659,585.984314,0.02911034971,585.984314,0.003932851367,585.984314,0.02290252969,585.984314,0.02478958294,585.984314,0.004038420971,
584.9823608,0.01266840938,584.9823608,0.02926970832,584.9823608,0.004578295164,584.9823608,0.02354202233,584.9823608,0.02598684095,584.9823608,0.004459386691,
584.0172119,0.01275322493,584.0172119,0.02986377478,584.0172119,0.004357401747,584.0172119,0.02299053967,584.0172119,0.0259550456,584.0172119,0.004569296259,
583.0147705,0.01299483515,583.0147705,0.0299703218,583.0147705,0.004646709654,583.0147705,0.02369781956,583.0147705,0.02596546151,583.0147705,0.004726597108,
582.0120239,0.0130373789,582.0120239,0.02992885932,582.0120239,0.004810844082,582.0120239,0.02409185283,582.0120239,0.02614019252,582.0120239,0.004787078593,
581.0090332,0.01294584107,581.0090332,0.03005181625,581.0090332,0.004998083226,581.0090332,0.0244349502,581.0090332,0.02627335489,581.0090332,0.005031418521,
580.0058594,0.01319308113,580.0058594,0.03038080595,580.0058594,0.005310537294,580.0058594,0.02411595918,580.0058594,0.02613868006,580.0058594,0.005424672738,
579.0023804,0.01368469931,579.0023804,0.03058651276,579.0023804,0.005604650825,579.0023804,0.02505043522,579.0023804,0.02669219486,579.0023804,0.005763900932,
577.9985962,0.01374865882,577.9985962,0.03046240471,577.9985962,0.005861625541,577.9985962,0.02448427118,577.9985962,0.02732952312,577.9985962,0.005867870059,
576.9945679,0.01395492163,576.9945679,0.03045457415,576.9945679,0.005875846837,576.9945679,0.02498292364,576.9945679,0.02742789499,576.9945679,0.005904369056,
575.9902954,0.01410803851,575.9902954,0.03041900694,575.9902954,0.006010996178,575.9902954,0.02511126362,575.9902954,0.0269719027,575.9902954,0.006246441044,
574.9858398,0.01441058144,574.9858398,0.03156077862,574.9858398,0.006429675967,574.9858398,0.02552599087,574.9858398,0.02789554559,574.9858398,0.006574905943,
574.0183105,0.01443953533,574.0183105,0.03119896166,574.0183105,0.006872007623,574.0183105,0.02633443847,574.0183105,0.02803990617,574.0183105,0.006928132847,
573.0132446,0.01494197175,573.0132446,0.03236470744,573.0132446,0.007146391086,573.0132446,0.02594075724,573.0132446,0.02839006297,573.0132446,0.007253876422,
572.0079956,0.01524600759,572.0079956,0.0323802419,572.0079956,0.007196314167,572.0079956,0.02639247477,572.0079956,0.0283716023,572.0079956,0.007373263128,
571.0025024,0.01531588193,571.0025024,0.03312746435,571.0025024,0.007464582566,571.0025024,0.02637077309,571.0025024,0.02860245854,571.0025024,0.007780793123,
569.9967041,0.0156181138,569.9967041,0.03304606304,569.9967041,0.007849582471,569.9967041,0.02719272859,569.9967041,0.02841034718,569.9967041,0.008027377538,
568.9907837,0.01587442495,568.9907837,0.03388392553,568.9907837,0.008224846795,568.9907837,0.02728720941,568.9907837,0.02986075357,568.9907837,0.008475379087,
567.984436,0.01627329923,567.984436,0.03303659335,567.984436,0.008614905179,567.984436,0.0269300919,567.984436,0.02948524989,567.984436,0.00882001128,
567.0153198,0.01650176384,567.0153198,0.03442711756,567.0153198,0.008757882752,567.0153198,0.02747775055,567.0153198,0.02995958738,567.0153198,0.009173456579,
566.0084839,0.01726294495,566.0084839,0.03386125714,566.0084839,0.009192439727,566.0084839,0.02891283855,566.0084839,0.03031060286,566.0084839,0.009461361915,
565.0015259,0.01727948338,565.0015259,0.03478911147,565.0015259,0.009696144611,565.0015259,0.02876987308,565.0015259,0.03099869192,565.0015259,0.009833441116,
563.9942627,0.01746347174,563.9942627,0.0349730961,563.9942627,0.009987098165,563.9942627,0.02923944406,563.9942627,0.03041559272,563.9942627,0.01021047775,
562.9868164,0.01769189164,562.9868164,0.03621264175,562.9868164,0.01042042207,562.9868164,0.02939785272,562.9868164,0.03143010288,562.9868164,0.01085173711,
562.0163574,0.01857299358,562.0163574,0.0357063897,562.0163574,0.01064909156,562.0163574,0.02968867682,562.0163574,0.0322519131,562.0163574,0.01106690429,
561.0084229,0.01885411516,561.0084229,0.03611780331,561.0084229,0.01120041218,561.0084229,0.03069387563,561.0084229,0.03228492662,561.0084229,0.01162029896,
560.0001221,0.01899904571,560.0001221,0.0367025286,560.0001221,0.01160684507,560.0001221,0.03114111349,560.0001221,0.0324206017,560.0001221,0.01198350918,
558.9916992,0.01961055025,558.9916992,0.03645119816,558.9916992,0.01213185955,558.9916992,0.03118182905,558.9916992,0.03369100019,558.9916992,0.01248715911,
557.9829712,0.01995017938,557.9829712,0.03777423501,557.9829712,0.01257598959,557.9829712,0.03100336157,557.9829712,0.03390536085,557.9829712,0.01285178866,
557.0114136,0.02042492852,557.0114136,0.03855993971,557.0114136,0.01296416298,557.0114136,0.03182845935,557.0114136,0.03435883299,557.0114136,0.01329593547,
556.0021973,0.02085453831,556.0021973,0.03833385557,556.0021973,0.01348676253,556.0021973,0.03221271187,556.0021973,0.03440912813,556.0021973,0.01375114359,
554.9927368,0.02134322003,554.9927368,0.03960516304,554.9927368,0.01381476596,554.9927368,0.032855995,554.9927368,0.03505126759,554.9927368,0.01448131166,
553.9830933,0.0215959698,553.9830933,0.03988003731,553.9830933,0.01439757645,553.9830933,0.03299975395,553.9830933,0.03553667292,553.9830933,0.01483436115,
553.0105591,0.02221844718,553.0105591,0.03983917832,553.0105591,0.01479220297,553.0105591,0.0334607251,553.0105591,0.03619210422,553.0105591,0.01532674208,
552.0003052,0.02267882787,552.0003052,0.04054154828,552.0003052,0.01535854675,552.0003052,0.03375514969,552.0003052,0.03633894026,552.0003052,0.01602550782,
550.9899902,0.02322890237,550.9899902,0.0410262756,550.9899902,0.01609714702,550.9899902,0.03466556221,550.9899902,0.03715129197,550.9899902,0.0165505968,
550.0167847,0.0238472186,550.0167847,0.04182199761,550.0167847,0.01661336608,550.0167847,0.03495306522,550.0167847,0.03732581437,550.0167847,0.01704544015,
549.0058594,0.02418952063,549.0058594,0.0424686335,549.0058594,0.01706315391,549.0058594,0.03546037897,549.0058594,0.03750348464,549.0058594,0.0175954029,
547.9946899,0.02467364073,547.9946899,0.04270616546,547.9946899,0.0178479217,547.9946899,0.03529028222,547.9946899,0.03868052736,547.9946899,0.01818369143,
546.9833984,0.0257838238,546.9833984,0.04331342131,546.9833984,0.01850740239,546.9833984,0.03692793846,546.9833984,0.0390991047,546.9833984,0.0191354733,
546.0092773,0.02580266818,546.0092773,0.04330550134,546.0092773,0.01884527504,546.0092773,0.03754435107,546.0092773,0.03936852515,546.0092773,0.01945236884,
544.9974365,0.02644017711,544.9974365,0.04473181814,544.9974365,0.01966953836,544.9974365,0.03774613887,544.9974365,0.0403588526,544.9974365,0.02053013258,
543.9854126,0.02715872228,543.9854126,0.04566587508,543.9854126,0.02037674375,543.9854126,0.03827329352,543.9854126,0.04090517759,543.9854126,0.02130999416,
543.0105591,0.02784583531,543.0105591,0.0462398231,543.0105591,0.02121824585,543.0105591,0.03896223381,543.0105591,0.04160870612,543.0105591,0.02189435437,
541.9979858,0.02844384313,541.9979858,0.04660439491,541.9979858,0.02172369137,541.9979858,0.04000533,541.9979858,0.04227499664,541.9979858,0.02239680104,
540.9851685,0.0291843731,540.9851685,0.0469433181,540.9851685,0.02248531021,540.9851685,0.0406621173,540.9851685,0.04391216487,540.9851685,0.02328614518,
540.0097046,0.03010921553,540.0097046,0.04796620458,540.0097046,0.02330411598,540.0097046,0.04171594977,540.0097046,0.04415335134,540.0097046,0.02414184809,
538.99646,0.03058106825,538.99646,0.04946603999,538.99646,0.0243776124,538.99646,0.04172204807,538.99646,0.0446819216,538.99646,0.02508756705,
537.9830322,0.03164471686,537.9830322,0.05026352778,537.9830322,0.02519508824,537.9830322,0.04275454953,537.9830322,0.04514185339,537.9830322,0.02615709975,
537.0067749,0.03209045157,537.0067749,0.0508867763,537.0067749,0.02568659186,537.0067749,0.04364906624,537.0067749,0.04652659222,537.0067749,0.02662627213,
535.9928589,0.03301480785,535.9928589,0.05110782012,535.9928589,0.02673321217,535.9928589,0.04449050874,535.9928589,0.04703893512,535.9928589,0.02772849426,
535.0162964,0.03361936659,535.0162964,0.05268369615,535.0162964,0.02777430043,535.0162964,0.04594852403,535.0162964,0.04708540812,535.0162964,0.02882809937,
534.0018921,0.03477427363,534.0018921,0.05326937139,534.0018921,0.02863682806,534.0018921,0.04543568566,534.0018921,0.04869343713,534.0018921,0.02984711155,
532.9871826,0.03603420779,532.9871826,0.05438098311,532.9871826,0.02950162441,532.9871826,0.04750956967,532.9871826,0.04986997321,532.9871826,0.03078220226,
532.0099487,0.03655894846,532.0099487,0.0549281165,532.0099487,0.03054265864,532.0099487,0.04835642129,532.0099487,0.05058554187,532.0099487,0.03174504265,
530.994812,0.0375552997,530.994812,0.05549117923,530.994812,0.03177868575,530.994812,0.04914879799,530.994812,0.05168725923,530.994812,0.03318837285,
530.0170898,0.03847714514,530.0170898,0.05712284148,530.0170898,0.03287068009,530.0170898,0.04937171191,530.0170898,0.05245899037,530.0170898,0.03408415616,
529.0015259,0.0392938219,529.0015259,0.05801330879,529.0015259,0.03381639719,529.0015259,0.05084495619,529.0015259,0.05347113684,529.0015259,0.03515044972,
527.9857178,0.04100579023,527.9857178,0.05883670971,527.9857178,0.03480060771,527.9857178,0.05250981823,527.9857178,0.0543493554,527.9857178,0.03627387434,
527.0073242,0.04153264686,527.0073242,0.05960317701,527.0073242,0.03624187782,527.0073242,0.05321991816,527.0073242,0.05533099174,527.0073242,0.03764684126,
525.9910278,0.04286707938,525.9910278,0.06166334823,525.9910278,0.03725921735,525.9910278,0.05418058485,525.9910278,0.05794778094,525.9910278,0.03881156445,
525.012207,0.04382404685,525.012207,0.06317865849,525.012207,0.03829294443,525.012207,0.05595982447,525.012207,0.05839109793,525.012207,0.04000933468,
523.9955444,0.04544203728,523.9955444,0.06437429041,523.9955444,0.03980652243,523.9955444,0.05721762776,523.9955444,0.05918946862,523.9955444,0.04149231687,
523.0162354,0.04611070082,523.0162354,0.0655471459,523.0162354,0.04128943756,523.0162354,0.05785937235,523.0162354,0.06080941111,523.0162354,0.04291808233,
521.9991455,0.04748843238,521.9991455,0.06597626954,521.9991455,0.04235743731,521.9991455,0.05880268291,521.9991455,0.06108216196,521.9991455,0.04416960105,
520.9817505,0.04881322384,520.9817505,0.06779479235,520.9817505,0.04384666681,520.9817505,0.06016175076,520.9817505,0.06318515539,520.9817505,0.04552510753,
520.0018311,0.04987061024,520.0018311,0.06920383126,520.0018311,0.0452975519,520.0018311,0.06177664921,520.0018311,0.06408209354,520.0018311,0.04708968103,
518.9839478,0.05121676624,518.9839478,0.07037426531,518.9839478,0.04647646099,518.9839478,0.06265345216,518.9839478,0.06564535201,518.9839478,0.04846708104,
518.0036011,0.05214194953,518.0036011,0.07113046944,518.0036011,0.04762905836,518.0036011,0.06423461437,518.0036011,0.06600856781,518.0036011,0.04970061034,
516.9853516,0.05405898765,516.9853516,0.07292931527,516.9853516,0.04923617467,516.9853516,0.06594179571,516.9853516,0.06897893548,516.9853516,0.05153791234,
516.0045776,0.05538812652,516.0045776,0.07340445369,516.0045776,0.05099333823,516.0045776,0.0671556741,516.0045776,0.07007186115,516.0045776,0.05307697505,
514.9859009,0.05657792091,514.9859009,0.07619525492,514.9859009,0.0524430424,514.9859009,0.06853729486,514.9859009,0.07105341554,514.9859009,0.0547423251,
514.0046387,0.05822847784,514.0046387,0.07770962268,514.0046387,0.05390228704,514.0046387,0.07019677758,514.0046387,0.07236693054,514.0046387,0.05645479634,
512.9855347,0.05985190347,512.9855347,0.0783880353,512.9855347,0.05590653047,512.9855347,0.07195176929,512.9855347,0.07424674183,512.9855347,0.05824682862,
512.0039063,0.06109297648,512.0039063,0.08107358217,512.0039063,0.05736205727,512.0039063,0.07276584208,512.0039063,0.07617653161,512.0039063,0.0599046424,
510.9842224,0.06310519576,510.9842224,0.08235277236,510.9842224,0.05948254466,510.9842224,0.07454951853,510.9842224,0.07750865817,510.9842224,0.06212373823,
510.0021667,0.06418771297,510.0021667,0.08466845006,510.0021667,0.06108821183,510.0021667,0.07628719509,510.0021667,0.07903854549,510.0021667,0.06378139555,
508.9820862,0.06629211456,508.9820862,0.08547887206,508.9820862,0.06280054152,508.9820862,0.07763882726,508.9820862,0.08070390671,508.9820862,0.0658210218,
507.9996338,0.06792643666,507.9996338,0.0865591988,507.9996338,0.06469281763,507.9996338,0.07986160368,507.9996338,0.08258254081,507.9996338,0.06761626899,
507.0169678,0.06949861348,507.0169678,0.08871374279,507.0169678,0.06649999321,507.0169678,0.08123921603,507.0169678,0.08404291421,507.0169678,0.06941401958,
505.9962463,0.07157475501,505.9962463,0.09074036777,505.9962463,0.06868611276,505.9962463,0.08269613236,505.9962463,0.08637086302,505.9962463,0.07201354206,
505.0131531,0.07359913737,505.0131531,0.09357806295,505.0131531,0.07051610947,505.0131531,0.08520041406,505.0131531,0.08804371208,505.0131531,0.07399120182,
503.9919739,0.07529720664,503.9919739,0.0945187211,503.9919739,0.07265266776,503.9919739,0.08723273128,503.9919739,0.09032936394,503.9919739,0.07596439868,
503.0084534,0.07726176083,503.0084534,0.09724263847,503.0084534,0.07479918003,503.0084534,0.08924808353,503.0084534,0.09136729687,503.0084534,0.07820402086,
501.9868469,0.07941100001,501.9868469,0.09958789498,501.9868469,0.07701850682,501.9868469,0.09135515243,501.9868469,0.09362417459,501.9868469,0.08044406772,
501.0029297,0.08128019422,501.0029297,0.1019054353,501.0029297,0.07914084196,501.0029297,0.09319210798,501.0029297,0.0950588733,501.0029297,0.08292921633,
500.0187683,0.08338217437,500.0187683,0.1030552164,500.0187683,0.08134496957,500.0187683,0.09569671005,500.0187683,0.0978775993,500.0187683,0.08530153334,
498.996582,0.08562646061,498.996582,0.10574352,498.996582,0.08413600177,498.996582,0.09814944863,498.996582,0.1004908457,498.996582,0.08801324666,
498.0119934,0.08792870492,498.0119934,0.1078941971,498.0119934,0.08636821061,498.0119934,0.1002591699,498.0119934,0.1024423987,498.0119934,0.09046639502,
496.9893188,0.09035288543,496.9893188,0.1100661159,496.9893188,0.08870707452,496.9893188,0.102177389,496.9893188,0.1043632627,496.9893188,0.09283152968,
496.004364,0.09233675897,496.004364,0.1121993512,496.004364,0.09087277949,496.004364,0.1048113033,496.004364,0.1068445221,496.004364,0.09533099085,
494.9812927,0.09424676001,494.9812927,0.1152360141,494.9812927,0.09342254698,494.9812927,0.1071111113,494.9812927,0.1096272841,494.9812927,0.09797694534,
493.9958801,0.09679913521,493.9958801,0.1170607656,493.9958801,0.09604847431,493.9958801,0.1093588173,493.9958801,0.1112574413,493.9958801,0.1006479338,
493.0102844,0.09885428101,493.0102844,0.1197160333,493.0102844,0.09866674989,493.0102844,0.1107338518,493.0102844,0.1136946976,493.0102844,0.1031603143,
491.9866028,0.101501286,491.9866028,0.1216835007,491.9866028,0.1012530178,491.9866028,0.1138193533,491.9866028,0.1159844697,491.9866028,0.105993107,
491.0006104,0.1037526429,491.0006104,0.1238331199,491.0006104,0.1031821743,491.0006104,0.1162559465,491.0006104,0.1179790497,491.0006104,0.1082533523,
490.0144043,0.1063138917,490.0144043,0.1261435449,490.0144043,0.1062798351,490.0144043,0.1185220927,490.0144043,0.1208877936,490.0144043,0.1114812419,
488.9900208,0.1088219136,488.9900208,0.1298443228,488.9900208,0.1091933921,488.9900208,0.1213653013,488.9900208,0.1237076521,488.9900208,0.1145653725,
488.0034485,0.1114864275,488.0034485,0.1311069578,488.0034485,0.1120502278,488.0034485,0.1237750798,488.0034485,0.1255210489,488.0034485,0.1174261943,
487.0166626,0.1143075749,487.0166626,0.1337872148,487.0166626,0.1148175523,487.0166626,0.1270582676,487.0166626,0.1282536089,487.0166626,0.120560199,
485.9916382,0.1170096546,485.9916382,0.1375043541,485.9916382,0.1176899225,485.9916382,0.1293480545,485.9916382,0.1321296692,485.9916382,0.123510763,
485.004425,0.1195116416,485.004425,0.1406256109,485.004425,0.1211267039,485.004425,0.1322722584,485.004425,0.1336298287,485.004425,0.1271669716,
484.0170288,0.1221686453,484.0170288,0.1432462037,484.0170288,0.123604551,484.0170288,0.1346516609,484.0170288,0.1371254772,484.0170288,0.129657656,
482.9914246,0.1249828115,482.9914246,0.1455555558,482.9914246,0.1262506843,482.9914246,0.1372060925,482.9914246,0.139836356,482.9914246,0.1323304027,
482.0036316,0.127757147,482.0036316,0.1486783326,482.0036316,0.1295485198,482.0036316,0.1405476034,482.0036316,0.1432177722,482.0036316,0.1359132826,
481.015625,0.1305669695,481.015625,0.1509931237,481.015625,0.1324943751,481.015625,0.1429142952,481.015625,0.1457341313,481.015625,0.1391968131,
479.9894104,0.1337670386,479.9894104,0.1544026881,479.9894104,0.1359906942,479.9894104,0.1464380324,479.9894104,0.1488390565,479.9894104,0.1427930444,
479.0010071,0.1365216672,479.0010071,0.1574689895,479.0010071,0.139207229,479.0010071,0.14959912,479.0010071,0.1512853056,479.0010071,0.1461615115,
478.0123596,0.1395711899,478.0123596,0.1612814814,478.0123596,0.1424075216,478.0123596,0.1524809897,478.0123596,0.1547256112,478.0123596,0.1495590061,
476.9855347,0.1428725719,476.9855347,0.1641615033,476.9855347,0.1461400539,476.9855347,0.1563156843,476.9855347,0.1575217098,476.9855347,0.1535689235,
475.9965515,0.1463139355,475.9965515,0.1677616388,475.9965515,0.1495015919,475.9965515,0.1592172682,475.9965515,0.1607442051,475.9965515,0.1568972468,
475.0073242,0.1493760794,475.0073242,0.1707107872,475.0073242,0.1530472785,475.0073242,0.1623090357,475.0073242,0.1643236428,475.0073242,0.1607496738,
474.0179443,0.1522322446,474.0179443,0.1742255688,474.0179443,0.1562339962,474.0179443,0.1654196382,474.0179443,0.1672471315,474.0179443,0.1641030312,
472.9902954,0.1561215818,472.9902954,0.1774632931,472.9902954,0.1602200866,472.9902954,0.1690470576,472.9902954,0.1710328609,472.9902954,0.1684084088,
472.0005493,0.1590312719,472.0005493,0.180709064,472.0005493,0.1636426449,472.0005493,0.1725895107,472.0005493,0.1743110269,472.0005493,0.1718638837,
471.0105896,0.1624405235,471.0105896,0.1850625575,471.0105896,0.1673029214,471.0105896,0.1758809984,471.0105896,0.1777911633,471.0105896,0.1756847054,
469.9822998,0.1661559045,469.9822998,0.1881126761,469.9822998,0.1710138768,469.9822998,0.1785482913,469.9822998,0.1809750497,469.9822998,0.1796145886,
468.9919739,0.1689834595,468.9919739,0.1912533492,468.9919739,0.1744386107,468.9919739,0.1822549552,468.9919739,0.1842619926,468.9919739,0.1833000928,
468.0014343,0.1725039482,468.0014343,0.1945284307,468.0014343,0.1783128828,468.0014343,0.1861840934,468.0014343,0.1880116463,468.0014343,0.1872860342,
467.0107117,0.1757930666,467.0107117,0.198142305,467.0107117,0.1819279641,467.0107117,0.1886384785,467.0107117,0.1910319775,467.0107117,0.1911284924,
