LN46_0.75_4_0.5mL_s_0.5mL_Ti_1h,Unnamed: 11
Wavelength (nm),Abs
800.0109253,-0.001872328459
799.007019,-0.001383934403
798.0026855,-0.000960703881
796.9979248,-0.0008550513885
795.9926758,-0.001742301858
794.9871826,-0.001922173775
794.0158691,-0.001473257318
793.0095215,-0.002024938818
792.0026855,-0.002754264278
790.9956055,-0.002544988645
789.9880371,-0.002317691455
789.0148926,-0.002896279795
788.0064697,-0.003159201937
786.9977417,-0.002405895852
785.9886475,-0.003228839021
785.013855,-0.00309299794
784.0039063,-0.003290860448
782.9935913,-0.00343578239
781.9829102,-0.003223443171
781.0066528,-0.003118648194
779.9951782,-0.003002670826
778.9832153,-0.002829418518
778.0058594,-0.00355164404
776.9931641,-0.002941173967
776.0150757,-0.003156580729
775.0015869,-0.003434190061
773.987793,-0.003490430303
773.0085449,-0.003852195805
771.9938965,-0.002740065334
771.013916,-0.003876620904
769.9984741,-0.003201859305
768.9827881,-0.003897042712
768.0015869,-0.003338590963
766.9850464,-0.003500444815
766.0032959,-0.003615416354
764.9859619,-0.003605404403
764.0033569,-0.004044378176
762.9852905,-0.003314443631
762.0020142,-0.003319838317
760.9831543,-0.003457251936
759.9991455,-0.003260030644
759.0147095,-0.003477231134
757.994812,-0.003083333839
757.0096436,-0.003418934764
755.9889526,-0.00357505912
755.0030518,-0.003461977234
754.0168457,-0.003117311746
752.9949951,-0.003625017358
752.0080566,-0.003778707003
750.9854736,-0.003769930452
749.9978027,-0.004047404509
749.0097046,-0.003654229688
747.986084,-0.00382684567
746.9972534,-0.003998212982
746.0082397,-0.004103668034
744.9833984,-0.003629175946
743.9935913,-0.003796053817
743.003418,-0.003475741716
742.0129395,-0.004078024533
740.9866333,-0.003319530049
739.9954224,-0.003338539507
739.0037842,-0.003498339094
738.0119019,-0.003739545355
736.9841919,-0.00345011265
735.9914551,-0.00381293823
734.9985352,-0.003600578057
734.005188,-0.003775781486
733.0115356,-0.003447082359
732.0174561,-0.003215220757
730.9875488,-0.003101222683
729.9928589,-0.003004059196
728.9976807,-0.003082151525
728.0023193,-0.00299501
727.0065308,-0.002623626729
726.010437,-0.002340400824
725.0139771,-0.0026421519
724.0171509,-0.002679663245
722.984436,-0.002241933718
721.9869385,-0.002454701811
720.9890747,-0.002142671496
719.9909058,-0.001793708885
718.9923096,-0.002154108137
717.9935913,-0.001641842304
716.9943848,-0.001740445616
715.994812,-0.00220062444
714.9949341,-0.001684339368
713.994751,-0.001835520845
712.9941406,-0.00139673287
711.9932861,-0.001563799917
710.9921265,-0.001541256323
709.9904785,-0.001499003265
708.9885864,-0.002125000814
707.9863892,-0.001860626624
706.9838257,-0.001454630634
706.0167236,-0.001239203732
705.0135498,-0.001437809085
704.0099487,-0.001189641422
703.0061035,-0.001256032963
702.0018311,-0.001586239203
700.9973755,-0.001961447997
699.9924927,-0.001392191509
698.9872437,-0.001505761989
698.0175781,-0.001006366801
697.0117798,-0.001457262086
696.0056152,-0.001408859971
694.9990845,-0.0006187513936
693.9921875,-0.001028679893
692.9850464,-0.00114787044
692.0135498,-0.001211996772
691.0057373,-0.0005759948399
689.9975586,-0.001368039171
688.9891357,-0.001047015074
688.0162964,-0.0008949388866
687.0072021,-0.001227588044
685.9978027,-0.0003419225395
