LN46_0.75_2_0.5mL_s_0.5mL_Ti_2mL_H2O_DF6_6h,Unnamed: 3
Wavelength (nm),Abs
800.0109253,-0.0005988471094
799.007019,0.0002847095311
798.0026855,0.000850487384
796.9979248,0.0001740144507
795.9926758,-0.0004222019343
794.9871826,-6.885121547E-005
794.0158691,0.0002168232168
793.0095215,0.0009468010394
792.0026855,0.0001307697094
790.9956055,0.00054114667
789.9880371,0.00017950451
789.0148926,-0.0002172842214
788.0064697,-0.0002033643104
786.9977417,0.0002384752297
785.9886475,-1.951758168E-005
785.013855,7.1704726E-006
784.0039063,0.0003971687693
782.9935913,9.964652418E-005
781.9829102,-4.555906344E-006
781.0066528,0.0003927641374
779.9951782,0.0003184364759
778.9832153,-4.560868183E-005
778.0058594,-0.000103428014
776.9931641,3.714795457E-005
776.0150757,-0.000234877516
775.0015869,-0.000203623058
773.987793,-0.0001636720117
773.0085449,0.0002249296376
771.9938965,5.682341725E-005
771.013916,-0.0005164802424
769.9984741,-0.000452199456
768.9827881,0.0002337873157
768.0015869,0.0001281803416
766.9850464,-0.0006124441279
766.0032959,0.0002661893086
764.9859619,-0.0001124858463
764.0033569,-0.0001699857676
762.9852905,6.857734115E-005
762.0020142,-0.0006676034536
760.9831543,-0.000277615909
759.9991455,-0.0002610591764
759.0147095,-0.0003153836296
757.994812,-0.0002541258582
757.0096436,-0.0003625628015
755.9889526,-0.000673858216
755.0030518,0.0001493100426
754.0168457,0.000122198966
752.9949951,-0.0006248517311
752.0080566,-0.0006479081931
750.9854736,-0.000620560837
749.9978027,-0.0006652256125
749.0097046,-0.0003531998082
747.986084,-0.0006623825175
746.9972534,-0.0007282344159
746.0082397,-0.0004647150345
744.9833984,-0.0003842883452
743.9935913,-0.0002317211329
743.003418,-0.000185045239
742.0129395,-0.0009133313433
740.9866333,-0.0006125992513
739.9954224,-1.33569547E-005
739.0037842,-0.0005368536804
738.0119019,-0.0006778384559
736.9841919,-0.0001577721996
735.9914551,-0.0009137963061
734.9985352,-0.0005593977403
734.005188,-0.0005031904439
