LN46_0.75_4_0.5mL_s_0.5mL_Ti_2h,Unnamed: 7
Wavelength (nm),Abs
800.0109253,-0.001514223171
799.007019,-0.002035451122
798.0026855,-0.00247544772
796.9979248,-0.001537438831
795.9926758,-0.001694189385
794.9871826,-0.001701306086
794.0158691,-0.001751892851
793.0095215,-0.002066831803
792.0026855,-0.002510090824
790.9956055,-0.002699317876
789.9880371,-0.00218125619
789.0148926,-0.00243745558
788.0064697,-0.002355848672
786.9977417,-0.00245145848
785.9886475,-0.002330050571
785.013855,-0.002478639362
784.0039063,-0.002677244833
782.9935913,-0.002043026034
781.9829102,-0.002892474178
781.0066528,-0.002331543714
779.9951782,-0.002549775178
778.9832153,-0.002529650461
778.0058594,-0.002544268034
776.9931641,-0.002199285198
776.0150757,-0.002547047334
775.0015869,-0.002704154234
773.987793,-0.00289555965
773.0085449,-0.002268097596
771.9938965,-0.003179708729
771.013916,-0.002899159677
769.9984741,-0.00281481049
768.9827881,-0.003206535708
768.0015869,-0.002822114388
766.9850464,-0.002837802283
766.0032959,-0.002801745199
764.9859619,-0.002469939645
764.0033569,-0.002930632094
762.9852905,-0.002805037191
762.0020142,-0.003273904324
760.9831543,-0.003562222002
759.9991455,-0.002830241341
759.0147095,-0.003659106791
757.994812,-0.003387035104
757.0096436,-0.003496490419
755.9889526,-0.003077781992
755.0030518,-0.003299903357
754.0168457,-0.003400288522
752.9949951,-0.003376298817
752.0080566,-0.003180633998
750.9854736,-0.003233977826
749.9978027,-0.003095414024
749.0097046,-0.003428437281
747.986084,-0.003351845546
746.9972534,-0.00372317154
746.0082397,-0.003140390385
744.9833984,-0.003361503594
743.9935913,-0.003198415972
743.003418,-0.003036500886
742.0129395,-0.003057424678
740.9866333,-0.002743049292
739.9954224,-0.002764398698
739.0037842,-0.003166294657
738.0119019,-0.002952383831
736.9841919,-0.002866862109
735.9914551,-0.003089605365
734.9985352,-0.002988171531
734.005188,-0.003071921645
733.0115356,-0.002760386094
732.0174561,-0.002933974611
730.9875488,-0.002647966612
729.9928589,-0.002577464562
728.9976807,-0.002326394198
728.0023193,-0.002182904631
727.0065308,-0.002141332021
726.010437,-0.001983609051
725.0139771,-0.001823405502
724.0171509,-0.002080898033
722.984436,-0.001909184619
721.9869385,-0.001622707001
720.9890747,-0.002035039011
719.9909058,-0.001293612411
718.9923096,-0.001558538177
717.9935913,-0.001736681326
716.9943848,-0.001479139319
715.994812,-0.00151525496
714.9949341,-0.00137629651
713.994751,-0.001268731896
712.9941406,-0.001672580955
711.9932861,-0.001240855665
710.9921265,-0.001427437179
709.9904785,-0.001352710999
708.9885864,-0.001150142401
707.9863892,-0.001224283944
706.9838257,-0.001025064383
706.0167236,-0.0008539146511
705.0135498,-0.0009226305992
704.0099487,-0.0008943188586
703.0061035,-0.001024806174
702.0018311,-0.0008245132631
700.9973755,-0.0007954199682
699.9924927,-0.000926763576
698.9872437,-0.000820379355
698.0175781,-0.00107299292
697.0117798,-0.0006442378508
696.0056152,-0.0009349260363
694.9990845,-0.0003428537166
693.9921875,-0.0007675650995
692.9850464,-0.0008247199585
692.0135498,-0.0006335885264
691.0057373,-0.0006790273474
689.9975586,-0.0002311002027
688.9891357,-0.0004292360391
688.0162964,-0.0006188547704
687.0072021,-0.0007977971109
685.9978027,-0.000777074194
684.9880371,-0.0004119092191
684.0139771,-0.0007972803432
683.0036621,-0.0006775799557
681.9929199,-0.0006774765789
681.0179443,-0.000882694032
680.0065918,-0.0009087849758
678.9949951,-0.000834434526
677.9829712,-0.0005320447963
677.0068359,-0.000370684138
675.9942017,-0.0006359665422
675.0174561,-0.0003142454952
674.0042725,-0.000132981746
672.9906006,-0.0003146593517
672.0130005,-0.0003960299946
670.9987793,-0.0002237524313
669.984314,-0.0004958473146
669.0056763,-5.006057836E-005
667.9906006,-0.0005845775013
667.0114136,-0.0005695835571
665.9956665,-0.0004557679931
665.0159302,-0.0006102210609
663.9995728,-0.0002981557627
662.9829102,-0.0002477098315
662.0021362,-0.0004436658928
660.9849243,-0.0007503034431
660.0036621,-0.0001903236989
658.9857788,-0.0001634650107
658.0039063,-0.0001155913487
656.9853516,-9.064320329E-005
656.0029297,0.0002115657699
654.9838257,-0.0003156940511
654.0007935,-7.402755728E-005
653.0174561,0.0003898104769
651.9974365,0.0001575705828
651.0135498,0.0001286723273
649.992981,-5.45641924E-005
649.0084229,0.0002117211552
647.9871826,0.0001392370614
647.0021362,0.0002395630436
646.0167847,7.310813089E-005
644.9946899,-0.0001172993652
644.008728,-2.479804971E-005
642.9860229,0.0002472036867
641.9995117,0.0001470571879
641.0126953,0.0002210188541
639.9891357,0.000454666093
639.00177,0.0004531372106
638.0141602,0.0004584235139
636.989624,0.001018460025
636.0014038,0.0008021958638
635.0129395,0.0006220450159
633.9875488,0.001203707419
632.9985352,0.001088651712
632.0092163,0.001260091434
630.9829102,0.001436819206
629.993042,0.001143593225
629.0028687,0.001365091186
628.0123901,0.001399681205
626.9849854,0.00141586049
625.9939575,0.001438689185
625.0026855,0.001396954409
624.0111084,0.001753790188
622.9824829,0.001856075716
621.9904175,0.001965276198
620.9980469,0.001907552476
620.0054321,0.001932331128
619.0124512,0.00215493422
617.9824829,0.00224995031
616.9890137,0.002235691296
615.9951782,0.002351519885
615.0012207,0.002538951347
614.006897,0.002487998456
613.0122681,0.002962687984
612.0174561,0.002823454794
610.9855347,0.003057594178
609.9900513,0.00306113949
608.9944458,0.003256258322
607.9985352,0.003422789974
607.0023193,0.003828534624
606.0059204,0.003812761279
605.0091553,0.003970363177
604.012146,0.003911092412
603.0148926,0.004337948747
602.017395,0.004351335578
600.982605,0.00430131983
