LN46_0.75_2_0.5mL_s_0.5mL_Ti_1h_r,Unnamed: 5
Wavelength (nm),Abs
800.0109253,0.03144017607
799.007019,0.03365981206
798.0026855,0.03342666849
796.9979248,0.03368101269
795.9926758,0.03182962909
794.9871826,0.03213758394
794.0158691,0.03307865933
793.0095215,0.03295015171
792.0026855,0.03181127459
790.9956055,0.03238208219
789.9880371,0.03311782703
789.0148926,0.03232438117
788.0064697,0.03182419762
786.9977417,0.03225564957
785.9886475,0.03215581551
785.013855,0.03218051419
784.0039063,0.03145667911
782.9935913,0.03217708319
781.9829102,0.03277014941
781.0066528,0.03158772364
779.9951782,0.03179637343
778.9832153,0.03305611759
778.0058594,0.03175303712
776.9931641,0.03199904412
776.0150757,0.03243719786
775.0015869,0.03251089901
773.987793,0.03252004832
773.0085449,0.03279326111
771.9938965,0.03166590258
771.013916,0.03203031048
769.9984741,0.03181823716
768.9827881,0.03143344074
768.0015869,0.03268066421
766.9850464,0.0315557681
766.0032959,0.03143285587
764.9859619,0.05311152339
764.0033569,0.1847143471
762.9852905,0.1092369631
762.0020142,-0.04701342434
760.9831543,-0.04714410007
759.9991455,-0.04722328112
759.0147095,-0.04732868448
757.994812,-0.04682554677
757.0096436,-0.04764899984
755.9889526,-0.0475692451
755.0030518,-0.04672667012
754.0168457,-0.04701570049
752.9949951,-0.04737515375
752.0080566,-0.04731586948
750.9854736,-0.04714883491
749.9978027,-0.0475050658
749.0097046,-0.0475278534
747.986084,-0.04746325314
746.9972534,-0.04759049416
746.0082397,-0.04748817533
744.9833984,-0.0475874804
743.9935913,-0.04765697941
743.003418,-0.04735286906
742.0129395,-0.04746905342
740.9866333,-0.04716077074
739.9954224,-0.04711367562
739.0037842,-0.04693480581
738.0119019,-0.04715905339
736.9841919,-0.04646694288
735.9914551,-0.04670077562
734.9985352,-0.04601743072
734.005188,0.01029759739
733.0115356,0.008308930323
732.0174561,-0.0007051305147
730.9875488,-0.0008209994412
729.9928589,-0.0006514234119
728.9976807,-0.0009136929875
728.0023193,-0.001613835339
727.0065308,-0.001497197547
726.010437,-0.001892844564
725.0139771,-0.002308216179
724.0171509,-0.001996956533
722.984436,-0.00205281633
721.9869385,-0.002116757678
720.9890747,-0.002059205668
719.9909058,-0.001688361983
718.9923096,-0.00155668112
717.9935913,-0.001304245554
716.9943848,-0.001658398076
715.994812,-0.002036842518
714.9949341,-0.001626317506
713.994751,-0.001260369201
712.9941406,-0.001035084366
711.9932861,-0.001417735824
710.9921265,-0.001566121355
709.9904785,-0.001099278918
708.9885864,-0.002064100699
707.9863892,-0.001525366795
706.9838257,-0.001206679037
706.0167236,-0.001423670212
705.0135498,-0.001301768003
704.0099487,-0.0008243065677
703.0061035,-0.0008119563572
702.0018311,-0.001087556244
700.9973755,-0.00122722669
699.9924927,-0.001012358349
698.9872437,-0.0009047035128
698.0175781,-0.000780278293
697.0117798,-0.0005244435742
696.0056152,-0.001418251893
694.9990845,-0.0006804746808
693.9921875,-0.001047789818
692.9850464,-0.001001253142
692.0135498,-0.0007506652037
691.0057373,-0.0003329729661
689.9975586,-0.0007169152377
688.9891357,-0.0007081284421
688.0162964,-0.001130830497
687.0072021,-0.000952438626
685.9978027,-0.0002134032547
684.9880371,-0.001068912912
684.0139771,-0.001072837971
683.0036621,-0.000502983632
681.9929199,-0.000876080594
681.0179443,-0.0005301832571
680.0065918,-0.0007582107792
678.9949951,-0.000671015121
677.9829712,-0.0009466011543
677.0068359,-0.001161656925
675.9942017,-0.001080842689
675.0174561,-0.001241784892
674.0042725,-0.0007005819352
672.9906006,-0.00102175877
672.0130005,-0.001286385814
670.9987793,-0.000898245431
669.984314,-0.001155512407
669.0056763,-0.001401996589
667.9906006,-0.001239565085
667.0114136,-0.001185872359
665.9956665,-0.0009304315317
665.0159302,-0.001202600426
663.9995728,-0.001065401128
662.9829102,-0.0009546599467
662.0021362,-0.0008523128345
660.9849243,-0.001275029499
660.0036621,-0.000985085615
658.9857788,-0.001049339189
658.0039063,-0.0005968824844
656.9853516,-0.0005861802492
656.0029297,-0.0001778002043
654.9838257,-0.001021138974
654.0007935,-0.0003327660379
653.0174561,-0.0007911307621
651.9974365,-0.0003334385401
651.0135498,-0.0008050834876
649.992981,-0.0003399050329
649.0084229,-0.0003486992791
647.9871826,-0.0003443539026
647.0021362,-2.971607501E-005
646.0167847,-0.0004714898532
644.9946899,-0.0009082683246
644.008728,-0.0003567691601
642.9860229,-0.0005217546714
641.9995117,-3.618707706E-005
641.0126953,-0.0006189064588
639.9891357,-0.0001152290424
639.00177,-4.224384611E-005
638.0141602,-0.0001100531954
636.989624,-1.154498841E-005
636.0014038,-0.0004482688673
635.0129395,5.767776747E-005
633.9875488,-7.325111073E-005
632.9985352,0.0001540488302
632.0092163,0.0003062871983
630.9829102,0.0005638257135
629.993042,-1.263216927E-005
629.0028687,0.000319679908
628.0123901,0.0003694204206
626.9849854,9.387266618E-005
625.9939575,0.0005530173657
625.0026855,0.0001876361348
624.0111084,0.0005748675903
622.9824829,0.0002042624255
621.9904175,0.0008048670716
620.9980469,0.0004310339864
620.0054321,0.0007208490861
619.0124512,0.0004420984187
617.9824829,0.0003521142062
616.9890137,0.0005787038244
615.9951782,0.0004805540375
615.0012207,0.0007077810587
614.006897,0.000758577371
613.0122681,0.0006614758167
612.0174561,0.0007929894491
610.9855347,0.0008740904159
609.9900513,0.0009319622186
608.9944458,0.0009426762117
607.9985352,0.001220009173
607.0023193,0.001129448414
606.0059204,0.001521911006
605.0091553,0.001222345512
604.012146,0.001560488367
603.0148926,0.00168336113
602.017395,0.001794155687
600.982605,0.00176488841
599.9846191,0.001711375429
598.9862671,0.001938415458
597.9876709,0.002342436695
596.9888306,0.002412712667
595.9896851,0.002477037953
594.9903564,0.002502630232
593.9907227,0.002805268858
592.9908447,0.002950386144
591.9907227,0.003032777458
590.9902954,0.00346263242
589.989563,0.003267916618
588.9886475,0.003641877323
587.9874878,0.003616087371
586.9860229,0.004057364073
585.984314,0.003932851367
584.9823608,0.004578295164
584.0172119,0.004357401747
583.0147705,0.004646709654
582.0120239,0.004810844082
581.0090332,0.004998083226
580.0058594,0.005310537294
579.0023804,0.005604650825
577.9985962,0.005861625541
576.9945679,0.005875846837
575.9902954,0.006010996178
574.9858398,0.006429675967
574.0183105,0.006872007623
573.0132446,0.007146391086
572.0079956,0.007196314167
571.0025024,0.007464582566
569.9967041,0.007849582471
568.9907837,0.008224846795
567.984436,0.008614905179
567.0153198,0.008757882752
566.0084839,0.009192439727
565.0015259,0.009696144611
563.9942627,0.009987098165
562.9868164,0.01042042207
562.0163574,0.01064909156
561.0084229,0.01120041218
560.0001221,0.01160684507
558.9916992,0.01213185955
557.9829712,0.01257598959
557.0114136,0.01296416298
556.0021973,0.01348676253
554.9927368,0.01381476596
553.9830933,0.01439757645
