LN46_0.75_3_0.5mL_s_0.5mL_Ti_1h_r,Unnamed: 9
Wavelength (nm),Abs
800.0109253,0.01807179302
799.007019,0.0181294661
798.0026855,0.01867594011
796.9979248,0.01930525899
795.9926758,0.01906668581
794.9871826,0.01841040887
794.0158691,0.01804899052
793.0095215,0.01838764176
792.0026855,0.01797603071
790.9956055,0.01824008301
789.9880371,0.01834762283
789.0148926,0.01812992431
788.0064697,0.01756170951
786.9977417,0.01849616505
785.9886475,0.01862392388
785.013855,0.01767703518
784.0039063,0.01784794964
782.9935913,0.01780236885
781.9829102,0.01828252338
781.0066528,0.01777726226
779.9951782,0.017873412
778.9832153,0.01866767183
778.0058594,0.01733923331
776.9931641,0.01759195328
776.0150757,0.01788711362
775.0015869,0.01747252792
773.987793,0.01778734848
773.0085449,0.01749753579
771.9938965,0.01783956029
771.013916,0.01706520095
769.9984741,0.01796626486
768.9827881,0.01734976657
768.0015869,0.01773697324
766.9850464,0.01703079417
766.0032959,0.01684149913
764.9859619,0.01687088422
764.0033569,0.01722138375
762.9852905,0.01716464013
762.0020142,0.01720834896
760.9831543,0.01738522202
759.9991455,0.01680845395
759.0147095,0.01741410606
757.994812,0.01772171259
757.0096436,0.01678292081
755.9889526,0.01680891216
755.0030518,0.01763551682
754.0168457,0.01682427712
752.9949951,0.01676510833
752.0080566,0.01714805141
750.9854736,0.01736151241
749.9978027,0.01669508219
749.0097046,0.0166171845
747.986084,0.01704102382
746.9972534,0.01670896262
746.0082397,0.01626244187
744.9833984,0.01636618748
743.9935913,0.01612771861
743.003418,0.01723078452
742.0129395,0.0171810668
740.9866333,0.01664986461
739.9954224,0.01750944927
739.0037842,0.01717210002
738.0119019,0.01698220335
736.9841919,0.0171950981
735.9914551,0.01688740775
734.9985352,0.01722434722
734.005188,0.01692909747
733.0115356,0.01722817123
732.0174561,0.01765347086
730.9875488,0.01752982475
729.9928589,0.01794584095
728.9976807,0.01776340045
728.0023193,0.01825924963
727.0065308,0.01843436435
726.010437,0.01886503771
725.0139771,0.01795560867
724.0171509,0.01834870316
722.984436,0.01831724495
721.9869385,0.01821346581
720.9890747,0.01868472435
719.9909058,0.01860501058
718.9923096,0.01890978403
717.9935913,0.01892600581
716.9943848,0.01833015122
715.994812,0.01847979426
714.9949341,0.01903182268
713.994751,0.01885508932
712.9941406,0.0195610486
711.9932861,0.01905740984
710.9921265,0.01943585463
709.9904785,0.01918097772
708.9885864,0.01889531873
707.9863892,0.0191027429
706.9838257,0.0190548934
706.0167236,0.01955530792
705.0135498,0.01946133003
704.0099487,0.01985459775
703.0061035,0.01944901235
702.0018311,0.01937172934
700.9973755,0.01857869513
699.9924927,0.01919255778
698.9872437,0.01956332289
698.0175781,0.0203170348
697.0117798,0.02011629753
696.0056152,0.02009089291
694.9990845,0.01998592913
693.9921875,0.02033282258
692.9850464,0.01929483935
692.0135498,0.01987410896
691.0057373,0.01990979724
689.9975586,0.01925622486
688.9891357,0.02037093788
688.0162964,0.01984497905
687.0072021,0.01995264553
685.9978027,0.02018845081
684.9880371,0.02067008428
684.0139771,0.0198730249
683.0036621,0.01987340301
681.9929199,0.01952335611
681.0179443,0.01966038346
680.0065918,0.01994803734
678.9949951,0.01972200722
677.9829712,0.02032596059
677.0068359,0.01990632899
675.9942017,0.01945621334
675.0174561,0.01977735199
674.0042725,0.01982330158
672.9906006,0.01975185983
672.0130005,0.01942194067
670.9987793,0.01996392012
669.984314,0.01946560666
669.0056763,0.01986308023
667.9906006,0.01991871372
667.0114136,0.01977751404
665.9956665,0.02025188506
665.0159302,0.01989811845
663.9995728,0.0198921822
662.9829102,0.01963611692
662.0021362,0.02027805708
660.9849243,0.01994229294
660.0036621,0.01950372756
658.9857788,0.01994619519
658.0039063,0.0201978609
656.9853516,0.01992288791
656.0029297,0.02027461305
654.9838257,0.02008858882
654.0007935,0.02065289952
653.0174561,0.02015726641
651.9974365,0.02041092701
651.0135498,0.02068235539
649.992981,0.0210490711
649.0084229,0.02074431255
647.9871826,0.02117046155
647.0021362,0.0210868679
646.0167847,0.02053279243
644.9946899,0.02027450502
644.008728,0.02080541104
642.9860229,0.02051344328
641.9995117,0.02091994323
641.0126953,0.02041583881
639.9891357,0.02064302005
639.00177,0.02064378001
