LN46_0.75_3_0.5mL_s_0.5mL_Ti_4mL_H2O_DF10_24h,Unnamed: 5
Wavelength (nm),Abs
799.9927368,0.002392773982
798.9887695,0.002492294181
797.984314,0.002144268248
797.0142212,0.001816068427
796.0089111,0.001597770024
795.0032349,0.00158412999
793.9973145,0.00158535107
792.9909058,0.001957319211
791.9840698,0.001827168162
791.0115356,0.001084499527
790.0040283,0.002051277785
788.9960327,0.001973597333
787.9876099,0.001415393082
787.0135498,0.001128280535
786.0043945,0.001302540069
784.994873,0.001496220706
783.9848633,0.001605486497
783.0092773,0.001391760539
781.9985352,0.001848614658
780.9874268,0.002039392013
780.0107422,0.0008541444549
778.9988403,0.001837098505
777.9864502,0.001191974618
777.008667,0.001714753918
775.9955444,0.0006000368739
775.0170288,0.00171233702
774.0031128,0.00119457033
772.9888306,0.001070356579
772.0091553,0.001217361423
770.9940796,0.001534951618
770.0137329,0.001489233342
768.9979248,0.001303085242
768.0167236,0.001341201714
767.0001831,0.001479025348
765.9832153,0.001725877053
765.0009766,0.001347407699
763.9831543,0.002014139201
763.0002441,0.00102935778
762.0168457,0.00169819966
760.9979858,0.001354574459
760.013916,0.001872194116
758.9943237,0.001723226276
758.0094604,0.001192701398
756.9891357,0.001208457747
756.00354,0.001334216911
755.0177002,0.0009739376837
753.9961548,0.000484130258
753.0095215,0.0008526141755
751.9872437,0.001172688906
750.999939,0.0005901867407
750.012207,0.0009360609693
748.9887695,0.001066178782
748.0003662,0.001348731923
747.0115967,0.0006420062273
745.9870605,0.001222968567
744.9976807,0.0005654068082
744.0077515,0.001057563582
743.0175781,0.0009650649154
741.9915771,0.000901507854
741.0006714,0.000855415361
740.0093994,0.0005495960941
738.9823608,0.0008566084434
737.9904175,0.0005514363293
736.9980469,0.000998066389
736.0053711,0.0007996284403
735.0123291,0.000198694368
733.9834595,0.0007624930004
732.9897461,0.0006972802803
731.9956665,0.0001218882389
731.0012207,0.0007602369878
730.0064697,0.0009331295732
729.0113525,0.0008824425749
728.0158691,0.001011324697
726.9844971,0.001228731475
725.9883423,0.001201137551
724.9918213,0.0006038733409
723.9949951,0.0007458453183
722.9978027,0.0008184826584
722.0002441,0.001263310667
721.0023804,0.0009306132561
720.0041504,0.001160905114
719.0056763,0.0007417483139
718.0067139,0.0008114284137
717.0075073,0.0009519117302
716.0079346,0.0009420536226
715.0079956,0.001107492484
714.0077515,0.001049597282
713.0072021,0.001057771151
712.0062866,0.0005239631864
711.0050049,0.0009126361692
710.003479,0.0007201490225
709.0014648,0.0009136478184
707.9992065,0.0008874487248
706.9966431,0.0008419283549
705.9936523,0.0007118777721
704.9904175,0.001208353904
703.9868164,0.0005568274646
702.9829102,0.001508455258
702.0145264,0.0007973203319
701.0099487,0.0008702515624
700.0050049,0.0005585899926
698.9997559,0.001066126861
697.9941406,0.001066983212
696.9882813,0.001268009655
696.0179443,0.001268399064
695.0114136,0.0005389695289
694.0045166,0.001453701174
692.9973145,0.001246903324
691.9898071,0.001286858227
691.0179443,0.001145617687
690.0097656,0.0009115466964
689.0012817,0.0009104571654
687.9924316,0.0008901723195
686.9833374,0.00106555596
686.0098267,0.000624352193
685.000061,0.001206458895
683.9899292,0.0007753033424
683.015625,0.0007101924275
682.0048828,0.0008693697164
680.9937744,0.0005797147169
679.9823608,0.0009919173317
679.0067749,0.0007874398143
677.994812,0.0006755276117
676.9824219,0.0008656346472
676.0059814,0.001235480886
674.992981,0.0008167968481
674.0158691,0.0006283962284
673.0022583,0.0007069513667
